trajectory,method,cycle,true_RUL,pred_RUL,RUL_lo_cal90,RUL_hi_cal90
KCl | NaMnHCF,Wiener,96,4,0.0,,
KCl | NaMnHCF,Weibull,96,4,0.0,,
KCl | NaMnHCF,Wiener,100,0,0.0,,
KCl | NaMnHCF,Weibull,100,0,0.0,,
KCl | NaNiHCF,Wiener,12,88,800.0,,
KCl | NaNiHCF,Weibull,12,88,800.0,,
KCl | NaNiHCF,Wiener,24,76,85.38170003,,
KCl | NaNiHCF,Weibull,24,76,800.0,,
KCl | NaNiHCF,Wiener,36,64,32.33360876,,
KCl | NaNiHCF,Weibull,36,64,191.7673338,,
KCl | NaNiHCF,Wiener,48,52,18.64611464,,
KCl | NaNiHCF,Weibull,48,52,64.33397918,,
KCl | NaNiHCF,Wiener,60,40,9.956709703,,
KCl | NaNiHCF,Weibull,60,40,33.25682389,,
KCl | NaNiHCF,Wiener,72,28,2.167383466,,
KCl | NaNiHCF,Weibull,72,28,16.01970878,,
KCl | NaNiHCF,Wiener,84,16,0.0,,
KCl | NaNiHCF,Weibull,84,16,3.514077674,,
KCl | NaNiHCF,Wiener,96,4,0.0,,
KCl | NaNiHCF,Weibull,96,4,0.0,,
KCl | NaNiHCF,Wiener,100,0,0.0,,
KCl | NaNiHCF,Weibull,100,0,0.0,,
KHCO3 | KCuHCF,Wiener,12,88,0.0,,
KHCO3 | KCuHCF,Weibull,12,88,0.0,,
KHCO3 | KCuHCF,Wiener,24,76,0.0,,
KHCO3 | KCuHCF,Weibull,24,76,0.0,,
KHCO3 | KCuHCF,Wiener,36,64,0.0,,
KHCO3 | KCuHCF,Weibull,36,64,0.0,,
KHCO3 | KCuHCF,Wiener,48,52,0.0,,
KHCO3 | KCuHCF,Weibull,48,52,0.0,,
KHCO3 | KCuHCF,Wiener,60,40,0.0,,
KHCO3 | KCuHCF,Weibull,60,40,0.0,,
KHCO3 | KCuHCF,Wiener,72,28,0.0,,
KHCO3 | KCuHCF,Weibull,72,28,0.0,,
KHCO3 | KCuHCF,Wiener,84,16,0.0,,
KHCO3 | KCuHCF,Weibull,84,16,0.0,,
KHCO3 | KCuHCF,Wiener,96,4,0.0,,
KHCO3 | KCuHCF,Weibull,96,4,0.0,,
KHCO3 | KCuHCF,Wiener,100,0,0.0,,
KHCO3 | KCuHCF,Weibull,100,0,0.0,,
KHCO3 | KFeHCF,Wiener,12,88,0.0,,
KHCO3 | KFeHCF,Weibull,12,88,0.0,,
KHCO3 | KFeHCF,Wiener,24,76,0.0,,
KHCO3 | KFeHCF,Weibull,24,76,0.0,,
KHCO3 | KFeHCF,Wiener,36,64,0.0,,
KHCO3 | KFeHCF,Weibull,36,64,0.0,,
KHCO3 | KFeHCF,Wiener,48,52,0.0,,
KHCO3 | KFeHCF,Weibull,48,52,0.0,,
KHCO3 | KFeHCF,Wiener,60,40,0.0,,
KHCO3 | KFeHCF,Weibull,60,40,0.0,,
KHCO3 | KFeHCF,Wiener,72,28,0.0,,
KHCO3 | KFeHCF,Weibull,72,28,0.0,,
KHCO3 | KFeHCF,Wiener,84,16,0.0,,
KHCO3 | KFeHCF,Weibull,84,16,0.0,,
KHCO3 | KFeHCF,Wiener,96,4,0.0,,
KHCO3 | KFeHCF,Weibull,96,4,0.0,,
KHCO3 | KFeHCF,Wiener,100,0,0.0,,
KHCO3 | KFeHCF,Weibull,100,0,0.0,,
KHCO3 | KMnHCF,Wiener,12,88,0.0,,
KHCO3 | KMnHCF,Weibull,12,88,0.0,,
KHCO3 | KMnHCF,Wiener,24,76,0.0,,
KHCO3 | KMnHCF,Weibull,24,76,0.0,,
KHCO3 | KMnHCF,Wiener,36,64,0.0,,
KHCO3 | KMnHCF,Weibull,36,64,0.0,,
KHCO3 | KMnHCF,Wiener,48,52,0.0,,
KHCO3 | KMnHCF,Weibull,48,52,0.0,,
KHCO3 | KMnHCF,Wiener,60,40,0.0,,
KHCO3 | KMnHCF,Weibull,60,40,0.0,,
KHCO3 | KMnHCF,Wiener,72,28,0.0,,
KHCO3 | KMnHCF,Weibull,72,28,0.0,,
KHCO3 | KMnHCF,Wiener,84,16,0.0,,
KHCO3 | KMnHCF,Weibull,84,16,0.0,,
KHCO3 | KMnHCF,Wiener,96,4,0.0,,
KHCO3 | KMnHCF,Weibull,96,4,0.0,,
KHCO3 | KMnHCF,Wiener,100,0,0.0,,
KHCO3 | KMnHCF,Weibull,100,0,0.0,,
KHCO3 | KNiHCF,Wiener,12,88,118.2109613,,
KHCO3 | KNiHCF,Weibull,12,88,38.07062533,,
KHCO3 | KNiHCF,Wiener,24,76,100.0454435,,
KHCO3 | KNiHCF,Weibull,24,76,53.58935793,,
KHCO3 | KNiHCF,Wiener,36,64,68.26089437,,
KHCO3 | KNiHCF,Weibull,36,64,40.84816347,,
KHCO3 | KNiHCF,Wiener,48,52,57.75136259,,
KHCO3 | KNiHCF,Weibull,48,52,34.57967003,,
KHCO3 | KNiHCF,Wiener,60,40,48.00288582,,
KHCO3 | KNiHCF,Weibull,60,40,28.14709486,,
KHCO3 | KNiHCF,Wiener,72,28,34.60977207,,
KHCO3 | KNiHCF,Weibull,72,28,19.3482265,,
KHCO3 | KNiHCF,Wiener,84,16,20.39458178,,
KHCO3 | KNiHCF,Weibull,84,16,9.290843186,,
KHCO3 | KNiHCF,Wiener,96,4,7.104155575,,
KHCO3 | KNiHCF,Weibull,96,4,0.0,,
KHCO3 | KNiHCF,Wiener,100,0,2.70334071,,
KHCO3 | KNiHCF,Weibull,100,0,0.0,,
KHCO3 | NaCoHCF,Wiener,12,88,0.823848732,,
KHCO3 | NaCoHCF,Weibull,12,88,1.551006746,,
KHCO3 | NaCoHCF,Wiener,24,76,0.0,,
KHCO3 | NaCoHCF,Weibull,24,76,0.0,,
KHCO3 | NaCoHCF,Wiener,36,64,0.0,,
KHCO3 | NaCoHCF,Weibull,36,64,0.0,,
KHCO3 | NaCoHCF,Wiener,48,52,0.0,,
KHCO3 | NaCoHCF,Weibull,48,52,0.0,,
KHCO3 | NaCoHCF,Wiener,60,40,0.0,,
KHCO3 | NaCoHCF,Weibull,60,40,0.0,,
KHCO3 | NaCoHCF,Wiener,72,28,0.0,,
KHCO3 | NaCoHCF,Weibull,72,28,0.0,,
KHCO3 | NaCoHCF,Wiener,84,16,0.0,,
KHCO3 | NaCoHCF,Weibull,84,16,0.0,,
KHCO3 | NaCoHCF,Wiener,96,4,0.0,,
KHCO3 | NaCoHCF,Weibull,96,4,0.0,,
KHCO3 | NaCoHCF,Wiener,100,0,0.0,,
KHCO3 | NaCoHCF,Weibull,100,0,0.0,,
KHCO3 | NaFeHCF,Wiener,12,88,1.2202489,,
KHCO3 | NaFeHCF,Weibull,12,88,0.278450901,,
KHCO3 | NaFeHCF,Wiener,24,76,0.0,,
KHCO3 | NaFeHCF,Weibull,24,76,0.0,,
KHCO3 | NaFeHCF,Wiener,36,64,0.0,,
KHCO3 | NaFeHCF,Weibull,36,64,0.0,,
KHCO3 | NaFeHCF,Wiener,48,52,0.0,,
KHCO3 | NaFeHCF,Weibull,48,52,0.0,,
KHCO3 | NaFeHCF,Wiener,60,40,0.0,,
KHCO3 | NaFeHCF,Weibull,60,40,0.0,,
KHCO3 | NaFeHCF,Wiener,72,28,0.0,,
KHCO3 | NaFeHCF,Weibull,72,28,0.0,,
KHCO3 | NaFeHCF,Wiener,84,16,0.0,,
KHCO3 | NaFeHCF,Weibull,84,16,0.0,,
KHCO3 | NaFeHCF,Wiener,96,4,0.0,,
KHCO3 | NaFeHCF,Weibull,96,4,0.0,,
KHCO3 | NaFeHCF,Wiener,100,0,0.0,,
KHCO3 | NaFeHCF,Weibull,100,0,0.0,,
KHCO3 | NaMnHCF,Wiener,12,88,124.4042511,,
KHCO3 | NaMnHCF,Weibull,12,88,24.78281777,,
KHCO3 | NaMnHCF,Wiener,24,76,113.7012064,,
KHCO3 | NaMnHCF,Weibull,24,76,37.24560787,,
KHCO3 | NaMnHCF,Wiener,36,64,116.0033448,,
KHCO3 | NaMnHCF,Weibull,36,64,46.01327708,,
KHCO3 | NaMnHCF,Wiener,48,52,106.6353765,,
KHCO3 | NaMnHCF,Weibull,48,52,48.95157538,,
KHCO3 | NaMnHCF,Wiener,60,40,91.07439749,,
KHCO3 | NaMnHCF,Weibull,60,40,46.54966244,,
KHCO3 | NaMnHCF,Wiener,72,28,58.09581224,,
KHCO3 | NaMnHCF,Weibull,72,28,33.8819735,,
KHCO3 | NaMnHCF,Wiener,84,16,34.61846359,,
KHCO3 | NaMnHCF,Weibull,84,16,20.67290716,,
KHCO3 | NaMnHCF,Wiener,96,4,15.07591348,,
KHCO3 | NaMnHCF,Weibull,96,4,7.487565023,,
KHCO3 | NaMnHCF,Wiener,100,0,9.10951589,,
KHCO3 | NaMnHCF,Weibull,100,0,3.194679819,,
KHCO3 | NaNiHCF,Wiener,12,88,1.252324441,,
KHCO3 | NaNiHCF,Weibull,12,88,1.443149703,,
KHCO3 | NaNiHCF,Wiener,24,76,0.0,,
KHCO3 | NaNiHCF,Weibull,24,76,0.0,,
KHCO3 | NaNiHCF,Wiener,36,64,0.0,,
KHCO3 | NaNiHCF,Weibull,36,64,0.0,,
KHCO3 | NaNiHCF,Wiener,48,52,0.0,,
KHCO3 | NaNiHCF,Weibull,48,52,0.0,,
KHCO3 | NaNiHCF,Wiener,60,40,0.0,,
KHCO3 | NaNiHCF,Weibull,60,40,0.0,,
KHCO3 | NaNiHCF,Wiener,72,28,0.0,,
KHCO3 | NaNiHCF,Weibull,72,28,0.0,,
KHCO3 | NaNiHCF,Wiener,84,16,0.0,,
KHCO3 | NaNiHCF,Weibull,84,16,0.0,,
KHCO3 | NaNiHCF,Wiener,96,4,0.0,,
KHCO3 | NaNiHCF,Weibull,96,4,0.0,,
KHCO3 | NaNiHCF,Wiener,100,0,0.0,,
KHCO3 | NaNiHCF,Weibull,100,0,0.0,,
NH4Cl | KCuHCF,Wiener,12,88,10.17712069,,
NH4Cl | KCuHCF,Weibull,12,88,5.504024705,,
NH4Cl | KCuHCF,Wiener,24,76,2.272075759,,
NH4Cl | KCuHCF,Weibull,24,76,0.0,,
NH4Cl | KCuHCF,Wiener,36,64,0.0,,
NH4Cl | KCuHCF,Weibull,36,64,0.0,,
NH4Cl | KCuHCF,Wiener,48,52,0.0,,
NH4Cl | KCuHCF,Weibull,48,52,0.0,,
NH4Cl | KCuHCF,Wiener,60,40,0.0,,
NH4Cl | KCuHCF,Weibull,60,40,0.0,,
NH4Cl | KCuHCF,Wiener,72,28,0.0,,
NH4Cl | KCuHCF,Weibull,72,28,0.0,,
NH4Cl | KCuHCF,Wiener,84,16,0.0,,
NH4Cl | KCuHCF,Weibull,84,16,0.0,,
NH4Cl | KCuHCF,Wiener,96,4,0.0,,
NH4Cl | KCuHCF,Weibull,96,4,0.0,,
NH4Cl | KCuHCF,Wiener,100,0,0.0,,
NH4Cl | KCuHCF,Weibull,100,0,0.0,,
NH4Cl | KFeHCF,Wiener,12,88,800.0,,
NH4Cl | KFeHCF,Weibull,12,88,800.0,,
NH4Cl | KFeHCF,Wiener,24,76,800.0,,
NH4Cl | KFeHCF,Weibull,24,76,800.0,,
NH4Cl | KFeHCF,Wiener,36,64,800.0,,
NH4Cl | KFeHCF,Weibull,36,64,800.0,,
NH4Cl | KFeHCF,Wiener,48,52,800.0,,
NH4Cl | KFeHCF,Weibull,48,52,800.0,,
NH4Cl | KFeHCF,Wiener,60,40,800.0,,
NH4Cl | KFeHCF,Weibull,60,40,800.0,,
NH4Cl | KFeHCF,Wiener,72,28,800.0,,
NH4Cl | KFeHCF,Weibull,72,28,800.0,,
NH4Cl | KFeHCF,Wiener,84,16,800.0,,
NH4Cl | KFeHCF,Weibull,84,16,369.9631551,,
NH4Cl | KFeHCF,Wiener,96,4,800.0,,
NH4Cl | KFeHCF,Weibull,96,4,129.3902455,,
NH4Cl | KFeHCF,Wiener,100,0,800.0,,
NH4Cl | KFeHCF,Weibull,100,0,109.6345349,,
NH4Cl | KMnHCF,Wiener,12,88,0.881445792,,
NH4Cl | KMnHCF,Weibull,12,88,0.446089708,,
NH4Cl | KMnHCF,Wiener,24,76,0.0,,
NH4Cl | KMnHCF,Weibull,24,76,0.0,,
NH4Cl | KMnHCF,Wiener,36,64,0.0,,
NH4Cl | KMnHCF,Weibull,36,64,0.0,,
NH4Cl | KMnHCF,Wiener,48,52,0.0,,
NH4Cl | KMnHCF,Weibull,48,52,0.0,,
NH4Cl | KMnHCF,Wiener,60,40,0.0,,
NH4Cl | KMnHCF,Weibull,60,40,0.0,,
NH4Cl | KMnHCF,Wiener,72,28,0.0,,
NH4Cl | KMnHCF,Weibull,72,28,0.0,,
NH4Cl | KMnHCF,Wiener,84,16,0.0,,
NH4Cl | KMnHCF,Weibull,84,16,0.0,,
NH4Cl | KMnHCF,Wiener,96,4,0.0,,
NH4Cl | KMnHCF,Weibull,96,4,0.0,,
NH4Cl | KMnHCF,Wiener,100,0,0.0,,
NH4Cl | KMnHCF,Weibull,100,0,0.0,,
NH4Cl | KNiHCF,Wiener,12,88,0.0,,
NH4Cl | KNiHCF,Weibull,12,88,0.0,,
NH4Cl | KNiHCF,Wiener,24,76,0.0,,
NH4Cl | KNiHCF,Weibull,24,76,0.0,,
NH4Cl | KNiHCF,Wiener,36,64,0.0,,
NH4Cl | KNiHCF,Weibull,36,64,0.0,,
NH4Cl | KNiHCF,Wiener,48,52,0.0,,
NH4Cl | KNiHCF,Weibull,48,52,0.0,,
NH4Cl | KNiHCF,Wiener,60,40,0.0,,
NH4Cl | KNiHCF,Weibull,60,40,0.0,,
NH4Cl | KNiHCF,Wiener,72,28,0.0,,
NH4Cl | KNiHCF,Weibull,72,28,0.0,,
NH4Cl | KNiHCF,Wiener,84,16,0.0,,
NH4Cl | KNiHCF,Weibull,84,16,0.0,,
NH4Cl | KNiHCF,Wiener,96,4,0.0,,
NH4Cl | KNiHCF,Weibull,96,4,0.0,,
NH4Cl | KNiHCF,Wiener,100,0,0.0,,
NH4Cl | KNiHCF,Weibull,100,0,0.0,,
NH4Cl | NaCoHCF,Wiener,12,88,800.0,,
NH4Cl | NaCoHCF,Weibull,12,88,800.0,,
NH4Cl | NaCoHCF,Wiener,24,76,800.0,,
NH4Cl | NaCoHCF,Weibull,24,76,800.0,,
NH4Cl | NaCoHCF,Wiener,36,64,800.0,,
NH4Cl | NaCoHCF,Weibull,36,64,800.0,,
NH4Cl | NaCoHCF,Wiener,48,52,254.8255005,,
NH4Cl | NaCoHCF,Weibull,48,52,800.0,,
NH4Cl | NaCoHCF,Wiener,60,40,131.5791822,,
NH4Cl | NaCoHCF,Weibull,60,40,800.0,,
NH4Cl | NaCoHCF,Wiener,72,28,63.68367066,,
NH4Cl | NaCoHCF,Weibull,72,28,785.6182024,,
NH4Cl | NaCoHCF,Wiener,84,16,41.37942288,,
NH4Cl | NaCoHCF,Weibull,84,16,314.887148,,
NH4Cl | NaCoHCF,Wiener,96,4,21.11713046,,
NH4Cl | NaCoHCF,Weibull,96,4,163.3302559,,
NH4Cl | NaCoHCF,Wiener,100,0,13.86524802,,
NH4Cl | NaCoHCF,Weibull,100,0,137.3441862,,
NH4Cl | NaFeHCF,Wiener,12,88,70.35890439,,
NH4Cl | NaFeHCF,Weibull,12,88,25.86016156,,
NH4Cl | NaFeHCF,Wiener,24,76,47.07337536,,
NH4Cl | NaFeHCF,Weibull,24,76,22.68011434,,
NH4Cl | NaFeHCF,Wiener,36,64,32.6997757,,
NH4Cl | NaFeHCF,Weibull,36,64,16.0849449,,
NH4Cl | NaFeHCF,Wiener,48,52,28.21732679,,
NH4Cl | NaFeHCF,Weibull,48,52,11.98586253,,
NH4Cl | NaFeHCF,Wiener,60,40,19.58346291,,
NH4Cl | NaFeHCF,Weibull,60,40,5.834270815,,
NH4Cl | NaFeHCF,Wiener,72,28,9.212779242,,
NH4Cl | NaFeHCF,Weibull,72,28,0.0,,
NH4Cl | NaFeHCF,Wiener,84,16,0.0,,
NH4Cl | NaFeHCF,Weibull,84,16,0.0,,
NH4Cl | NaFeHCF,Wiener,96,4,0.0,,
NH4Cl | NaFeHCF,Weibull,96,4,0.0,,
NH4Cl | NaFeHCF,Wiener,100,0,0.0,,
NH4Cl | NaFeHCF,Weibull,100,0,0.0,,
NH4Cl | NaMnHCF,Wiener,12,88,0.0,,
NH4Cl | NaMnHCF,Weibull,12,88,0.0,,
NH4Cl | NaMnHCF,Wiener,24,76,0.0,,
NH4Cl | NaMnHCF,Weibull,24,76,0.0,,
NH4Cl | NaMnHCF,Wiener,36,64,0.0,,
NH4Cl | NaMnHCF,Weibull,36,64,0.0,,
NH4Cl | NaMnHCF,Wiener,48,52,0.0,,
NH4Cl | NaMnHCF,Weibull,48,52,0.0,,
NH4Cl | NaMnHCF,Wiener,60,40,0.0,,
NH4Cl | NaMnHCF,Weibull,60,40,0.0,,
NH4Cl | NaMnHCF,Wiener,72,28,0.0,,
NH4Cl | NaMnHCF,Weibull,72,28,0.0,,
NH4Cl | NaMnHCF,Wiener,84,16,0.0,,
NH4Cl | NaMnHCF,Weibull,84,16,0.0,,
NH4Cl | NaMnHCF,Wiener,96,4,0.0,,
NH4Cl | NaMnHCF,Weibull,96,4,0.0,,
NH4Cl | NaMnHCF,Wiener,100,0,0.0,,
NH4Cl | NaMnHCF,Weibull,100,0,0.0,,
NH4Cl | NaNiHCF,Wiener,12,88,5.174553783,,
NH4Cl | NaNiHCF,Weibull,12,88,1.577682986,,
NH4Cl | NaNiHCF,Wiener,24,76,0.0,,
NH4Cl | NaNiHCF,Weibull,24,76,0.0,,
NH4Cl | NaNiHCF,Wiener,36,64,0.0,,
NH4Cl | NaNiHCF,Weibull,36,64,0.0,,
NH4Cl | NaNiHCF,Wiener,48,52,0.0,,
NH4Cl | NaNiHCF,Weibull,48,52,0.0,,
NH4Cl | NaNiHCF,Wiener,60,40,0.0,,
NH4Cl | NaNiHCF,Weibull,60,40,0.0,,
NH4Cl | NaNiHCF,Wiener,72,28,0.0,,
NH4Cl | NaNiHCF,Weibull,72,28,0.0,,
NH4Cl | NaNiHCF,Wiener,84,16,0.0,,
NH4Cl | NaNiHCF,Weibull,84,16,0.0,,
NH4Cl | NaNiHCF,Wiener,96,4,0.0,,
NH4Cl | NaNiHCF,Weibull,96,4,0.0,,
NH4Cl | NaNiHCF,Wiener,100,0,0.0,,
NH4Cl | NaNiHCF,Weibull,100,0,0.0,,
NaCl | KCuHCF,Wiener,12,88,14.91658067,,
NaCl | KCuHCF,Weibull,12,88,5.738931544,,
NaCl | KCuHCF,Wiener,24,76,6.719599961,,
NaCl | KCuHCF,Weibull,24,76,0.175595993,,
NaCl | KCuHCF,Wiener,36,64,3.859702825,,
NaCl | KCuHCF,Weibull,36,64,0.0,,
NaCl | KCuHCF,Wiener,48,52,0.014702779,,
NaCl | KCuHCF,Weibull,48,52,0.0,,
NaCl | KCuHCF,Wiener,60,40,0.0,,
NaCl | KCuHCF,Weibull,60,40,0.0,,
NaCl | KCuHCF,Wiener,72,28,0.0,,
NaCl | KCuHCF,Weibull,72,28,0.0,,
NaCl | KCuHCF,Wiener,84,16,0.0,,
NaCl | KCuHCF,Weibull,84,16,0.0,,
NaCl | KCuHCF,Wiener,96,4,0.0,,
NaCl | KCuHCF,Weibull,96,4,0.0,,
NaCl | KCuHCF,Wiener,100,0,0.0,,
NaCl | KCuHCF,Weibull,100,0,0.0,,
NaCl | KFeHCF,Wiener,12,88,17.44824572,,
NaCl | KFeHCF,Weibull,12,88,2.720105914,,
NaCl | KFeHCF,Wiener,24,76,7.019320146,,
NaCl | KFeHCF,Weibull,24,76,0.0,,
NaCl | KFeHCF,Wiener,36,64,1.965677166,,
NaCl | KFeHCF,Weibull,36,64,0.0,,
NaCl | KFeHCF,Wiener,48,52,0.0,,
NaCl | KFeHCF,Weibull,48,52,0.0,,
NaCl | KFeHCF,Wiener,60,40,0.0,,
NaCl | KFeHCF,Weibull,60,40,0.0,,
NaCl | KFeHCF,Wiener,72,28,0.0,,
NaCl | KFeHCF,Weibull,72,28,0.0,,
NaCl | KFeHCF,Wiener,84,16,0.0,,
NaCl | KFeHCF,Weibull,84,16,0.0,,
NaCl | KFeHCF,Wiener,96,4,0.0,,
NaCl | KFeHCF,Weibull,96,4,0.0,,
NaCl | KFeHCF,Wiener,100,0,0.0,,
NaCl | KFeHCF,Weibull,100,0,0.0,,
NaCl | KMnHCF,Wiener,12,88,21.25402156,,
NaCl | KMnHCF,Weibull,12,88,14.06878713,,
NaCl | KMnHCF,Wiener,24,76,9.138616919,,
NaCl | KMnHCF,Weibull,24,76,5.923348917,,
NaCl | KMnHCF,Wiener,36,64,0.220968857,,
NaCl | KMnHCF,Weibull,36,64,0.0,,
NaCl | KMnHCF,Wiener,48,52,0.0,,
NaCl | KMnHCF,Weibull,48,52,0.0,,
NaCl | KMnHCF,Wiener,60,40,0.0,,
NaCl | KMnHCF,Weibull,60,40,0.0,,
NaCl | KMnHCF,Wiener,72,28,0.0,,
NaCl | KMnHCF,Weibull,72,28,0.0,,
NaCl | KMnHCF,Wiener,84,16,0.0,,
NaCl | KMnHCF,Weibull,84,16,0.0,,
NaCl | KMnHCF,Wiener,96,4,0.0,,
NaCl | KMnHCF,Weibull,96,4,0.0,,
NaCl | KMnHCF,Wiener,100,0,0.0,,
NaCl | KMnHCF,Weibull,100,0,0.0,,
NaCl | KNiHCF,Wiener,12,88,9.475602356,,
NaCl | KNiHCF,Weibull,12,88,5.054728366,,
NaCl | KNiHCF,Wiener,24,76,7.755811748,,
NaCl | KNiHCF,Weibull,24,76,2.815032594,,
NaCl | KNiHCF,Wiener,36,64,6.635397757,,
NaCl | KNiHCF,Weibull,36,64,0.457083218,,
NaCl | KNiHCF,Wiener,48,52,5.749396146,,
NaCl | KNiHCF,Weibull,48,52,0.0,,
NaCl | KNiHCF,Wiener,60,40,5.56601954,,
NaCl | KNiHCF,Weibull,60,40,0.0,,
NaCl | KNiHCF,Wiener,72,28,2.439602668,,
NaCl | KNiHCF,Weibull,72,28,0.0,,
NaCl | KNiHCF,Wiener,84,16,0.0,,
NaCl | KNiHCF,Weibull,84,16,0.0,,
NaCl | KNiHCF,Wiener,96,4,0.0,,
NaCl | KNiHCF,Weibull,96,4,0.0,,
NaCl | KNiHCF,Wiener,100,0,0.0,,
NaCl | KNiHCF,Weibull,100,0,0.0,,
NaCl | NaCoHCF,Wiener,12,88,71.37384706,,
NaCl | NaCoHCF,Weibull,12,88,22.3472963,,
NaCl | NaCoHCF,Wiener,24,76,52.30944116,,
NaCl | NaCoHCF,Weibull,24,76,21.52502527,,
NaCl | NaCoHCF,Wiener,36,64,51.57816706,,
NaCl | NaCoHCF,Weibull,36,64,23.09649131,,
NaCl | NaCoHCF,Wiener,48,52,53.49368393,,
NaCl | NaCoHCF,Weibull,48,52,25.02753112,,
NaCl | NaCoHCF,Wiener,60,40,41.61346615,,
NaCl | NaCoHCF,Weibull,60,40,20.46296032,,
NaCl | NaCoHCF,Wiener,72,28,31.38953067,,
NaCl | NaCoHCF,Weibull,72,28,14.26978033,,
NaCl | NaCoHCF,Wiener,84,16,23.92802303,,
NaCl | NaCoHCF,Weibull,84,16,8.349491436,,
NaCl | NaCoHCF,Wiener,96,4,6.671302975,,
NaCl | NaCoHCF,Weibull,96,4,0.0,,
NaCl | NaCoHCF,Wiener,100,0,2.085763642,,
NaCl | NaCoHCF,Weibull,100,0,0.0,,
NaCl | NaFeHCF,Wiener,12,88,800.0,,
NaCl | NaFeHCF,Weibull,12,88,800.0,,
NaCl | NaFeHCF,Wiener,24,76,44.08826952,,
NaCl | NaFeHCF,Weibull,24,76,175.7314283,,
NaCl | NaFeHCF,Wiener,36,64,26.28624091,,
NaCl | NaFeHCF,Weibull,36,64,44.90050612,,
NaCl | NaFeHCF,Wiener,48,52,17.77650818,,
NaCl | NaFeHCF,Weibull,48,52,23.21106246,,
NaCl | NaFeHCF,Wiener,60,40,11.16994132,,
NaCl | NaFeHCF,Weibull,60,40,11.44662882,,
NaCl | NaFeHCF,Wiener,72,28,4.284230582,,
NaCl | NaFeHCF,Weibull,72,28,1.867982478,,
NaCl | NaFeHCF,Wiener,84,16,0.0,,
NaCl | NaFeHCF,Weibull,84,16,0.0,,
NaCl | NaFeHCF,Wiener,96,4,0.0,,
NaCl | NaFeHCF,Weibull,96,4,0.0,,
NaCl | NaFeHCF,Wiener,100,0,0.0,,
NaCl | NaFeHCF,Weibull,100,0,0.0,,
NaCl | NaMnHCF,Wiener,12,88,4.277024148,,
NaCl | NaMnHCF,Weibull,12,88,2.400128127,,
NaCl | NaMnHCF,Wiener,24,76,0.0,,
NaCl | NaMnHCF,Weibull,24,76,0.0,,
NaCl | NaMnHCF,Wiener,36,64,0.0,,
NaCl | NaMnHCF,Weibull,36,64,0.0,,
NaCl | NaMnHCF,Wiener,48,52,0.0,,
NaCl | NaMnHCF,Weibull,48,52,0.0,,
NaCl | NaMnHCF,Wiener,60,40,0.0,,
NaCl | NaMnHCF,Weibull,60,40,0.0,,
NaCl | NaMnHCF,Wiener,72,28,0.0,,
NaCl | NaMnHCF,Weibull,72,28,0.0,,
NaCl | NaMnHCF,Wiener,84,16,0.0,,
NaCl | NaMnHCF,Weibull,84,16,0.0,,
NaCl | NaMnHCF,Wiener,96,4,0.0,,
NaCl | NaMnHCF,Weibull,96,4,0.0,,
NaCl | NaMnHCF,Wiener,100,0,0.0,,
NaCl | NaMnHCF,Weibull,100,0,0.0,,
NaCl | NaNiHCF,Wiener,12,88,26.26748808,,
NaCl | NaNiHCF,Weibull,12,88,18.31322039,,
NaCl | NaNiHCF,Wiener,24,76,14.73837964,,
NaCl | NaNiHCF,Weibull,24,76,10.24290912,,
NaCl | NaNiHCF,Wiener,36,64,11.06364364,,
NaCl | NaNiHCF,Weibull,36,64,5.755312325,,
NaCl | NaNiHCF,Wiener,48,52,8.04802758,,
NaCl | NaNiHCF,Weibull,48,52,1.559882549,,
NaCl | NaNiHCF,Wiener,60,40,5.211482563,,
NaCl | NaNiHCF,Weibull,60,40,0.0,,
NaCl | NaNiHCF,Wiener,72,28,2.049651366,,
NaCl | NaNiHCF,Weibull,72,28,0.0,,
NaCl | NaNiHCF,Wiener,84,16,0.0,,
NaCl | NaNiHCF,Weibull,84,16,0.0,,
NaCl | NaNiHCF,Wiener,96,4,0.0,,
NaCl | NaNiHCF,Weibull,96,4,0.0,,
NaCl | NaNiHCF,Wiener,100,0,0.0,,
NaCl | NaNiHCF,Weibull,100,0,0.0,,
Shu | KCuHCF,Wiener,12,88,0.0,,
Shu | KCuHCF,Weibull,12,88,0.0,,
Shu | KCuHCF,Wiener,24,76,0.0,,
Shu | KCuHCF,Weibull,24,76,0.0,,
Shu | KCuHCF,Wiener,36,64,0.0,,
Shu | KCuHCF,Weibull,36,64,0.0,,
Shu | KCuHCF,Wiener,48,52,0.0,,
Shu | KCuHCF,Weibull,48,52,0.0,,
Shu | KCuHCF,Wiener,60,40,0.0,,
Shu | KCuHCF,Weibull,60,40,0.0,,
Shu | KCuHCF,Wiener,72,28,0.0,,
Shu | KCuHCF,Weibull,72,28,0.0,,
Shu | KCuHCF,Wiener,84,16,0.0,,
Shu | KCuHCF,Weibull,84,16,0.0,,
Shu | KCuHCF,Wiener,96,4,0.0,,
Shu | KCuHCF,Weibull,96,4,0.0,,
Shu | KCuHCF,Wiener,100,0,0.0,,
Shu | KCuHCF,Weibull,100,0,0.0,,
Shu | KFeHCF,Wiener,12,88,2.552267485,,
Shu | KFeHCF,Weibull,12,88,3.132740309,,
Shu | KFeHCF,Wiener,24,76,0.0,,
Shu | KFeHCF,Weibull,24,76,0.0,,
Shu | KFeHCF,Wiener,36,64,0.0,,
