trajectory,method,cycle,actual_retention,pred_retention
KCl | NaFeHCF,SPI+TBU,100,15.510356,18.60377878
KCl | NaFeHCF,Lin,12,37.3101,65.56690037
KCl | NaFeHCF,Lin,24,26.12488,48.61139709
KCl | NaFeHCF,Lin,36,22.767382,27.55438571
KCl | NaFeHCF,Lin,48,20.81787,14.07582842
KCl | NaFeHCF,Lin,60,18.101416,7.854916252
KCl | NaFeHCF,Lin,72,16.851096,4.283790312
KCl | NaFeHCF,Lin,84,16.169504,2.943067673
KCl | NaFeHCF,Lin,96,15.376076,2.662581683
KCl | NaFeHCF,Lin,100,15.510356,5.67566221
KCl | NaFeHCF,Log-Bayes,12,37.3101,32.60039414
KCl | NaFeHCF,Log-Bayes,24,26.12488,13.64511304
KCl | NaFeHCF,Log-Bayes,36,22.767382,11.56067641
KCl | NaFeHCF,Log-Bayes,48,20.81787,10.87630671
KCl | NaFeHCF,Log-Bayes,60,18.101416,10.97116206
KCl | NaFeHCF,Log-Bayes,72,16.851096,10.09278683
KCl | NaFeHCF,Log-Bayes,84,16.169504,9.507959222
KCl | NaFeHCF,Log-Bayes,96,15.376076,9.153550949
KCl | NaFeHCF,Log-Bayes,100,15.510356,9.987139046
KCl | NaMnHCF,SPI+CBU (ours),12,21.436172,67.26591664
KCl | NaMnHCF,SPI+CBU (ours),24,15.565162,-3.969670515
KCl | NaMnHCF,SPI+CBU (ours),36,9.821176,14.34428252
KCl | NaMnHCF,SPI+CBU (ours),48,7.607766,10.9815535
KCl | NaMnHCF,SPI+CBU (ours),60,6.649738,8.643356538
KCl | NaMnHCF,SPI+CBU (ours),72,6.123854,7.151948523
KCl | NaMnHCF,SPI+CBU (ours),84,5.813794,6.114850214
KCl | NaMnHCF,SPI+CBU (ours),96,5.652994,5.34195618
KCl | NaMnHCF,SPI+CBU (ours),100,5.615894,5.609271345
KCl | NaMnHCF,SPI+TBU,12,21.436172,67.26591664
KCl | NaMnHCF,SPI+TBU,24,15.565162,-3.969670515
KCl | NaMnHCF,SPI+TBU,36,9.821176,5.452163754
KCl | NaMnHCF,SPI+TBU,48,7.607766,9.433284445
KCl | NaMnHCF,SPI+TBU,60,6.649738,11.24851017
KCl | NaMnHCF,SPI+TBU,72,6.123854,11.9814742
KCl | NaMnHCF,SPI+TBU,84,5.813794,12.09300303
KCl | NaMnHCF,SPI+TBU,96,5.652994,11.94256787
KCl | NaMnHCF,SPI+TBU,100,5.615894,10.001475
KCl | NaMnHCF,Lin,12,21.436172,65.80846403
KCl | NaMnHCF,Lin,24,15.565162,34.5773079
KCl | NaMnHCF,Lin,36,9.821176,14.91791448
KCl | NaMnHCF,Lin,48,7.607766,1.859284321
KCl | NaMnHCF,Lin,60,6.649738,-5.36545733
KCl | NaMnHCF,Lin,72,6.123854,-8.063776607
KCl | NaMnHCF,Lin,84,5.813794,-8.533941823
KCl | NaMnHCF,Lin,96,5.652994,-8.111602193
KCl | NaMnHCF,Lin,100,5.615894,-4.571381953
KCl | NaMnHCF,Log-Bayes,12,21.436172,8.699634621
KCl | NaMnHCF,Log-Bayes,24,15.565162,-12.84697642
KCl | NaMnHCF,Log-Bayes,36,9.821176,-3.022352444
KCl | NaMnHCF,Log-Bayes,48,7.607766,-2.383589204
KCl | NaMnHCF,Log-Bayes,60,6.649738,-2.747016892
KCl | NaMnHCF,Log-Bayes,72,6.123854,-2.850650926
KCl | NaMnHCF,Log-Bayes,84,5.813794,-2.796535171
KCl | NaMnHCF,Log-Bayes,96,5.652994,-2.611291967
KCl | NaMnHCF,Log-Bayes,100,5.615894,-1.313762566
KCl | NaNiHCF,SPI+CBU (ours),12,96.938876,66.17631429
KCl | NaNiHCF,SPI+CBU (ours),24,80.333884,92.28300593
KCl | NaNiHCF,SPI+CBU (ours),36,68.774906,80.10988248
KCl | NaNiHCF,SPI+CBU (ours),48,61.021764,68.26047978
KCl | NaNiHCF,SPI+CBU (ours),60,54.617578,58.10756055
KCl | NaNiHCF,SPI+CBU (ours),72,49.918456,50.35322662
KCl | NaNiHCF,SPI+CBU (ours),84,46.78704,43.52178722
KCl | NaNiHCF,SPI+CBU (ours),96,44.295532,38.65023204
KCl | NaNiHCF,SPI+CBU (ours),100,43.63751,37.58788011
KCl | NaNiHCF,SPI+TBU,12,96.938876,66.17631429
KCl | NaNiHCF,SPI+TBU,24,80.333884,97.66286964
KCl | NaNiHCF,SPI+TBU,36,68.774906,83.42692497
KCl | NaNiHCF,SPI+TBU,48,61.021764,67.36040156
KCl | NaNiHCF,SPI+TBU,60,54.617578,54.11379237
KCl | NaNiHCF,SPI+TBU,72,49.918456,45.11566438
KCl | NaNiHCF,SPI+TBU,84,46.78704,39.09589494
KCl | NaNiHCF,SPI+TBU,96,44.295532,35.51206249
KCl | NaNiHCF,SPI+TBU,100,43.63751,37.05483422
KCl | NaNiHCF,Lin,12,96.938876,64.6795801
KCl | NaNiHCF,Lin,24,80.333884,88.50670405
KCl | NaNiHCF,Lin,36,68.774906,82.20262156
KCl | NaNiHCF,Lin,48,61.021764,69.25913309
KCl | NaNiHCF,Lin,60,54.617578,56.5132449
KCl | NaNiHCF,Lin,72,49.918456,46.73781607
KCl | NaNiHCF,Lin,84,46.78704,39.38319864
KCl | NaNiHCF,Lin,96,44.295532,34.19663532
KCl | NaNiHCF,Lin,100,43.63751,35.00681995
KCl | NaNiHCF,Log-Bayes,12,96.938876,98.24243385
KCl | NaNiHCF,Log-Bayes,24,80.333884,104.0161888
KCl | NaNiHCF,Log-Bayes,36,68.774906,87.97733501
KCl | NaNiHCF,Log-Bayes,48,61.021764,75.32372339
KCl | NaNiHCF,Log-Bayes,60,54.617578,66.0166718
KCl | NaNiHCF,Log-Bayes,72,49.918456,59.10401133
KCl | NaNiHCF,Log-Bayes,84,46.78704,53.61211237
KCl | NaNiHCF,Log-Bayes,96,44.295532,49.26680969
KCl | NaNiHCF,Log-Bayes,100,43.63751,47.04789142
KHCO3 | KCuHCF,SPI+CBU (ours),12,3.605796,67.49509126
KHCO3 | KCuHCF,SPI+CBU (ours),24,1.551022,-26.92094225
KHCO3 | KCuHCF,SPI+CBU (ours),36,1.244276,-3.154104072
KHCO3 | KCuHCF,SPI+CBU (ours),48,1.156448,7.536562888
KHCO3 | KCuHCF,SPI+CBU (ours),60,1.116434,4.219282488
KHCO3 | KCuHCF,SPI+CBU (ours),72,1.09457,2.085849463
KHCO3 | KCuHCF,SPI+CBU (ours),84,1.076114,1.338827767
KHCO3 | KCuHCF,SPI+CBU (ours),96,1.068114,-0.538747856
KHCO3 | KCuHCF,SPI+CBU (ours),100,1.065814,1.012497547
KHCO3 | KCuHCF,SPI+TBU,12,3.605796,67.49509126
KHCO3 | KCuHCF,SPI+TBU,24,1.551022,-26.92094225
KHCO3 | KCuHCF,SPI+TBU,36,1.244276,-12.52534371
KHCO3 | KCuHCF,SPI+TBU,48,1.156448,-0.246935274
KHCO3 | KCuHCF,SPI+TBU,60,1.116434,8.169799787
KHCO3 | KCuHCF,SPI+TBU,72,1.09457,12.16754237
KHCO3 | KCuHCF,SPI+TBU,84,1.076114,13.31326968
KHCO3 | KCuHCF,SPI+TBU,96,1.068114,13.16697819
KHCO3 | KCuHCF,SPI+TBU,100,1.065814,9.376347261
KHCO3 | KCuHCF,Lin,12,3.605796,66.04945098
KHCO3 | KCuHCF,Lin,24,1.551022,22.00717739
KHCO3 | KCuHCF,Lin,36,1.244276,-0.795464966
KHCO3 | KCuHCF,Lin,48,1.156448,-10.95706669
KHCO3 | KCuHCF,Lin,60,1.116434,-13.84770784
KHCO3 | KCuHCF,Lin,72,1.09457,-13.38151336
KHCO3 | KCuHCF,Lin,84,1.076114,-11.92090068
KHCO3 | KCuHCF,Lin,96,1.068114,-10.37992909
KHCO3 | KCuHCF,Lin,100,1.065814,-7.124360151
KHCO3 | KCuHCF,Log-Bayes,12,3.605796,-8.249580253
KHCO3 | KCuHCF,Log-Bayes,24,1.551022,-38.88588276
KHCO3 | KCuHCF,Log-Bayes,36,1.244276,-23.6375702
KHCO3 | KCuHCF,Log-Bayes,48,1.156448,-17.01810833
KHCO3 | KCuHCF,Log-Bayes,60,1.116434,-13.42463748
KHCO3 | KCuHCF,Log-Bayes,72,1.09457,-11.12754714
KHCO3 | KCuHCF,Log-Bayes,84,1.076114,-9.541788633
KHCO3 | KCuHCF,Log-Bayes,96,1.068114,-8.387301076
KHCO3 | KCuHCF,Log-Bayes,100,1.065814,-6.564705321
KHCO3 | KFeHCF,SPI+CBU (ours),12,13.350998,67.34275988
KHCO3 | KFeHCF,SPI+CBU (ours),24,7.436188,-11.55689002
KHCO3 | KFeHCF,SPI+CBU (ours),36,6.109944,0.558053242
KHCO3 | KFeHCF,SPI+CBU (ours),48,5.4899,10.75102
KHCO3 | KFeHCF,SPI+CBU (ours),60,5.141692,8.069224503
KHCO3 | KFeHCF,SPI+CBU (ours),72,4.836956,5.08226432
KHCO3 | KFeHCF,SPI+CBU (ours),84,4.591564,5.246000324
KHCO3 | KFeHCF,SPI+CBU (ours),96,4.42821,4.306903952
KHCO3 | KFeHCF,SPI+CBU (ours),100,4.372974,4.514047374
KHCO3 | KFeHCF,SPI+TBU,12,13.350998,67.34275988
KHCO3 | KFeHCF,SPI+TBU,24,7.436188,-11.55689002
KHCO3 | KFeHCF,SPI+TBU,36,6.109944,-6.448607179
KHCO3 | KFeHCF,SPI+TBU,48,5.4899,2.353929967
KHCO3 | KFeHCF,SPI+TBU,60,5.141692,9.446842546
KHCO3 | KFeHCF,SPI+TBU,72,4.836956,13.3186654
KHCO3 | KFeHCF,SPI+TBU,84,4.591564,14.70268149
KHCO3 | KFeHCF,SPI+TBU,96,4.42821,14.82242704
KHCO3 | KFeHCF,SPI+TBU,100,4.372974,11.62845699
KHCO3 | KFeHCF,Lin,12,13.350998,65.89618845
KHCO3 | KFeHCF,Lin,24,7.436188,33.42020576
KHCO3 | KFeHCF,Lin,36,6.109944,7.413719442
KHCO3 | KFeHCF,Lin,48,5.4899,-5.73377024
KHCO3 | KFeHCF,Lin,60,5.141692,-10.59040819
KHCO3 | KFeHCF,Lin,72,4.836956,-11.15071187
KHCO3 | KFeHCF,Lin,84,4.591564,-10.22247574
KHCO3 | KFeHCF,Lin,96,4.42821,-8.972816376
KHCO3 | KFeHCF,Lin,100,4.372974,-5.315705622
KHCO3 | KFeHCF,Log-Bayes,12,13.350998,14.9109092
KHCO3 | KFeHCF,Log-Bayes,24,7.436188,-22.77003462
KHCO3 | KFeHCF,Log-Bayes,36,6.109944,-16.49532103
KHCO3 | KFeHCF,Log-Bayes,48,5.4899,-12.07119274
KHCO3 | KFeHCF,Log-Bayes,60,5.141692,-9.387778216
KHCO3 | KFeHCF,Log-Bayes,72,4.836956,-7.676535145
KHCO3 | KFeHCF,Log-Bayes,84,4.591564,-6.423652031
KHCO3 | KFeHCF,Log-Bayes,96,4.42821,-5.525409009
KHCO3 | KFeHCF,Log-Bayes,100,4.372974,-3.643261648
KHCO3 | KMnHCF,SPI+CBU (ours),12,39.993968,66.93382846
KHCO3 | KMnHCF,SPI+CBU (ours),24,39.180892,17.61770954
KHCO3 | KMnHCF,SPI+CBU (ours),36,37.674846,36.54455829
KHCO3 | KMnHCF,SPI+CBU (ours),48,36.41031,37.16761608
KHCO3 | KMnHCF,SPI+CBU (ours),60,35.494846,36.30110299
KHCO3 | KMnHCF,SPI+CBU (ours),72,34.75665,35.48909986
KHCO3 | KMnHCF,SPI+CBU (ours),84,34.320056,34.56469042
KHCO3 | KMnHCF,SPI+CBU (ours),96,33.996188,33.7470569
KHCO3 | KMnHCF,SPI+CBU (ours),100,33.834798,33.90847867
KHCO3 | KMnHCF,SPI+TBU,12,39.993968,66.93382846
KHCO3 | KMnHCF,SPI+TBU,24,39.180892,17.61770954
KHCO3 | KMnHCF,SPI+TBU,36,37.674846,30.14239417
KHCO3 | KMnHCF,SPI+TBU,48,36.41031,36.86793991
KHCO3 | KMnHCF,SPI+TBU,60,35.494846,40.4022613
KHCO3 | KMnHCF,SPI+TBU,72,34.75665,41.09395088
KHCO3 | KMnHCF,SPI+TBU,84,34.320056,40.69623032
KHCO3 | KMnHCF,SPI+TBU,96,33.996188,39.8009132
KHCO3 | KMnHCF,SPI+TBU,100,33.834798,37.73998586
KHCO3 | KMnHCF,Lin,12,39.993968,65.45635341
KHCO3 | KMnHCF,Lin,24,39.180892,45.58495733
KHCO3 | KMnHCF,Lin,36,37.674846,34.26020719
KHCO3 | KMnHCF,Lin,48,36.41031,29.02196772
KHCO3 | KMnHCF,Lin,60,35.494846,27.11962765
KHCO3 | KMnHCF,Lin,72,34.75665,26.56650724
KHCO3 | KMnHCF,Lin,84,34.320056,26.68843504
KHCO3 | KMnHCF,Lin,96,33.996188,26.88038893
KHCO3 | KMnHCF,Lin,100,33.834798,28.65768531
KHCO3 | KMnHCF,Log-Bayes,12,39.993968,22.16150386
KHCO3 | KMnHCF,Log-Bayes,24,39.180892,12.34703751
KHCO3 | KMnHCF,Log-Bayes,36,37.674846,24.94887263
KHCO3 | KMnHCF,Log-Bayes,48,36.41031,28.37363207
KHCO3 | KMnHCF,Log-Bayes,60,35.494846,29.55729095
KHCO3 | KMnHCF,Log-Bayes,72,34.75665,29.92741157
KHCO3 | KMnHCF,Log-Bayes,84,34.320056,30.0807336
KHCO3 | KMnHCF,Log-Bayes,96,33.996188,30.08125983
KHCO3 | KMnHCF,Log-Bayes,100,33.834798,30.67184896
KHCO3 | KNiHCF,SPI+CBU (ours),12,97.089022,66.00431661
KHCO3 | KNiHCF,SPI+CBU (ours),24,92.202456,91.53494066
KHCO3 | KNiHCF,SPI+CBU (ours),36,88.116802,88.08733638
KHCO3 | KNiHCF,SPI+CBU (ours),48,84.384694,83.07467749
KHCO3 | KNiHCF,SPI+CBU (ours),60,79.94906,78.51852361
KHCO3 | KNiHCF,SPI+CBU (ours),72,74.9637,74.29965681
KHCO3 | KNiHCF,SPI+CBU (ours),84,69.478382,69.84153113
KHCO3 | KNiHCF,SPI+CBU (ours),96,64.988508,64.99509503
KHCO3 | KNiHCF,SPI+CBU (ours),100,63.050316,63.70275989
KHCO3 | KNiHCF,SPI+TBU,12,97.089022,66.00431661
KHCO3 | KNiHCF,SPI+TBU,24,92.202456,92.16974559
KHCO3 | KNiHCF,SPI+TBU,36,88.116802,89.42416582
KHCO3 | KNiHCF,SPI+TBU,48,84.384694,84.30452914
KHCO3 | KNiHCF,SPI+TBU,60,79.94906,80.05262255
KHCO3 | KNiHCF,SPI+TBU,72,74.9637,76.12803327
KHCO3 | KNiHCF,SPI+TBU,84,69.478382,71.38033672
KHCO3 | KNiHCF,SPI+TBU,96,64.988508,66.12174487
KHCO3 | KNiHCF,SPI+TBU,100,63.050316,64.07801035
KHCO3 | KNiHCF,Lin,12,97.089022,64.49849521
KHCO3 | KNiHCF,Lin,24,92.202456,91.35146434
KHCO3 | KNiHCF,Lin,36,88.116802,88.19275069
KHCO3 | KNiHCF,Lin,48,84.384694,83.65183543
KHCO3 | KNiHCF,Lin,60,79.94906,79.57872906
KHCO3 | KNiHCF,Lin,72,74.9637,75.72332311
KHCO3 | KNiHCF,Lin,84,69.478382,71.24184131
KHCO3 | KNiHCF,Lin,96,64.988508,66.31838547
KHCO3 | KNiHCF,Lin,100,63.050316,64.37125801
KHCO3 | KNiHCF,Log-Bayes,12,97.089022,98.53992687
KHCO3 | KNiHCF,Log-Bayes,24,92.202456,96.23437945
KHCO3 | KNiHCF,Log-Bayes,36,88.116802,93.45587232
KHCO3 | KNiHCF,Log-Bayes,48,84.384694,89.1967202
KHCO3 | KNiHCF,Log-Bayes,60,79.94906,85.858873
KHCO3 | KNiHCF,Log-Bayes,72,74.9637,82.76317359
KHCO3 | KNiHCF,Log-Bayes,84,69.478382,79.30678291
KHCO3 | KNiHCF,Log-Bayes,96,64.988508,75.63399831
KHCO3 | KNiHCF,Log-Bayes,100,63.050316,72.82935719
KHCO3 | NaCoHCF,SPI+CBU (ours),12,43.68339,66.89282773
KHCO3 | NaCoHCF,SPI+CBU (ours),24,37.029848,25.0904583
KHCO3 | NaCoHCF,SPI+CBU (ours),36,34.76302,31.74681024
KHCO3 | NaCoHCF,SPI+CBU (ours),48,34.272548,35.65587701
KHCO3 | NaCoHCF,SPI+CBU (ours),60,32.707992,34.19519016
KHCO3 | NaCoHCF,SPI+CBU (ours),72,31.782604,32.87151541
KHCO3 | NaCoHCF,SPI+CBU (ours),84,31.071974,31.65716302
KHCO3 | NaCoHCF,SPI+CBU (ours),96,31.583162,30.61408773
KHCO3 | NaCoHCF,SPI+CBU (ours),100,30.757102,30.82103202
KHCO3 | NaCoHCF,SPI+TBU,12,43.68339,66.89282773
KHCO3 | NaCoHCF,SPI+TBU,24,37.029848,25.0904583
KHCO3 | NaCoHCF,SPI+TBU,36,34.76302,28.19650318
KHCO3 | NaCoHCF,SPI+TBU,48,34.272548,31.20255451
KHCO3 | NaCoHCF,SPI+TBU,60,32.707992,34.74486111
KHCO3 | NaCoHCF,SPI+TBU,72,31.782604,36.53632467
KHCO3 | NaCoHCF,SPI+TBU,84,31.071974,36.73145341
KHCO3 | NaCoHCF,SPI+TBU,96,31.583162,36.25897261
KHCO3 | NaCoHCF,SPI+TBU,100,30.757102,34.96275525
KHCO3 | NaCoHCF,Lin,12,43.68339,65.42356114
KHCO3 | NaCoHCF,Lin,24,37.029848,52.587459
KHCO3 | NaCoHCF,Lin,36,34.76302,35.83319334
KHCO3 | NaCoHCF,Lin,48,34.272548,25.72316497
KHCO3 | NaCoHCF,Lin,60,32.707992,21.79870255
KHCO3 | NaCoHCF,Lin,72,31.782604,20.77842153
KHCO3 | NaCoHCF,Lin,84,31.071974,20.66362213
KHCO3 | NaCoHCF,Lin,96,31.583162,20.84442308
KHCO3 | NaCoHCF,Lin,100,30.757102,23.73330212
KHCO3 | NaCoHCF,Log-Bayes,12,43.68339,39.31694218
KHCO3 | NaCoHCF,Log-Bayes,24,37.029848,19.52757147
KHCO3 | NaCoHCF,Log-Bayes,36,34.76302,23.13004647
KHCO3 | NaCoHCF,Log-Bayes,48,34.272548,23.81683497
KHCO3 | NaCoHCF,Log-Bayes,60,32.707992,24.65197443
KHCO3 | NaCoHCF,Log-Bayes,72,31.782604,25.14856028
KHCO3 | NaCoHCF,Log-Bayes,84,31.071974,25.24881992
KHCO3 | NaCoHCF,Log-Bayes,96,31.583162,25.24873866
KHCO3 | NaCoHCF,Log-Bayes,100,30.757102,26.35875303
KHCO3 | NaFeHCF,SPI+CBU (ours),12,20.24984,67.24593937
KHCO3 | NaFeHCF,SPI+CBU (ours),24,8.179798,0.730888548
KHCO3 | NaFeHCF,SPI+CBU (ours),36,4.895034,-1.814117977
KHCO3 | NaFeHCF,SPI+CBU (ours),48,3.470664,7.125852585
KHCO3 | NaFeHCF,SPI+CBU (ours),60,2.693328,4.026003518
KHCO3 | NaFeHCF,SPI+CBU (ours),72,2.191912,3.106874042
KHCO3 | NaFeHCF,SPI+CBU (ours),84,1.877554,2.342641591
KHCO3 | NaFeHCF,SPI+CBU (ours),96,1.65331,1.525035688
KHCO3 | NaFeHCF,SPI+CBU (ours),100,1.588788,1.707407631
KHCO3 | NaFeHCF,SPI+TBU,12,20.24984,67.24593937
KHCO3 | NaFeHCF,SPI+TBU,24,8.179798,0.730888548
KHCO3 | NaFeHCF,SPI+TBU,36,4.895034,-5.918759674
KHCO3 | NaFeHCF,SPI+TBU,48,3.470664,-1.753228473
KHCO3 | NaFeHCF,SPI+TBU,60,2.693328,3.706093708
KHCO3 | NaFeHCF,SPI+TBU,72,2.191912,7.513644213
KHCO3 | NaFeHCF,SPI+TBU,84,1.877554,9.425209398
KHCO3 | NaFeHCF,SPI+TBU,96,1.65331,10.17598878
KHCO3 | NaFeHCF,SPI+TBU,100,1.588788,7.755179452
KHCO3 | NaFeHCF,Lin,12,20.24984,65.80816868
KHCO3 | NaFeHCF,Lin,24,8.179798,44.32526101
KHCO3 | NaFeHCF,Lin,36,4.895034,12.16657162
KHCO3 | NaFeHCF,Lin,48,3.470664,-6.609546212
KHCO3 | NaFeHCF,Lin,60,2.693328,-15.0156343
KHCO3 | NaFeHCF,Lin,72,2.191912,-17.32952439
KHCO3 | NaFeHCF,Lin,84,1.877554,-17.1022504
KHCO3 | NaFeHCF,Lin,96,1.65331,-16.02760501
KHCO3 | NaFeHCF,Lin,100,1.588788,-11.34227658
KHCO3 | NaFeHCF,Log-Bayes,12,20.24984,42.63424303
KHCO3 | NaFeHCF,Log-Bayes,24,8.179798,-9.300109715
KHCO3 | NaFeHCF,Log-Bayes,36,4.895034,-15.28292358
KHCO3 | NaFeHCF,Log-Bayes,48,3.470664,-14.29410718
KHCO3 | NaFeHCF,Log-Bayes,60,2.693328,-13.00671284
KHCO3 | NaFeHCF,Log-Bayes,72,2.191912,-11.96238621
KHCO3 | NaFeHCF,Log-Bayes,84,1.877554,-11.08201997
KHCO3 | NaFeHCF,Log-Bayes,96,1.65331,-10.33063947
KHCO3 | NaFeHCF,Log-Bayes,100,1.588788,-8.26961392
KHCO3 | NaMnHCF,SPI+CBU (ours),12,97.536084,65.96924781
KHCO3 | NaMnHCF,SPI+CBU (ours),24,94.41456,92.86574584
KHCO3 | NaMnHCF,SPI+CBU (ours),36,92.316834,89.69126774
KHCO3 | NaMnHCF,SPI+CBU (ours),48,89.571618,86.3035547
KHCO3 | NaMnHCF,SPI+CBU (ours),60,85.2084,82.68285487
KHCO3 | NaMnHCF,SPI+CBU (ours),72,78.912814,79.28057272
KHCO3 | NaMnHCF,SPI+CBU (ours),84,73.687444,74.75969147
KHCO3 | NaMnHCF,SPI+CBU (ours),96,67.425226,69.8123712
KHCO3 | NaMnHCF,SPI+CBU (ours),100,65.811804,67.47614329
KHCO3 | NaMnHCF,SPI+TBU,12,97.536084,65.96924781
KHCO3 | NaMnHCF,SPI+TBU,24,94.41456,92.76613098
KHCO3 | NaMnHCF,SPI+TBU,36,92.316834,90.47513478
KHCO3 | NaMnHCF,SPI+TBU,48,89.571618,88.3021437
KHCO3 | NaMnHCF,SPI+TBU,60,85.2084,86.07372565
KHCO3 | NaMnHCF,SPI+TBU,72,78.912814,83.33166696
KHCO3 | NaMnHCF,SPI+TBU,84,73.687444,77.46714026
KHCO3 | NaMnHCF,SPI+TBU,96,67.425226,71.36015516
KHCO3 | NaMnHCF,SPI+TBU,100,65.811804,68.12196563
KHCO3 | NaMnHCF,Lin,12,97.536084,64.45923993
KHCO3 | NaMnHCF,Lin,24,94.41456,91.69436434
KHCO3 | NaMnHCF,Lin,36,92.316834,88.94608581
KHCO3 | NaMnHCF,Lin,48,89.571618,86.92979385
KHCO3 | NaMnHCF,Lin,60,85.2084,85.04660733
KHCO3 | NaMnHCF,Lin,72,78.912814,82.69720199
KHCO3 | NaMnHCF,Lin,84,73.687444,77.91450324
KHCO3 | NaMnHCF,Lin,96,67.425226,72.61954607
KHCO3 | NaMnHCF,Lin,100,65.811804,69.55884306
KHCO3 | NaMnHCF,Log-Bayes,12,97.536084,99.31934019
KHCO3 | NaMnHCF,Log-Bayes,24,94.41456,96.93913016
KHCO3 | NaMnHCF,Log-Bayes,36,92.316834,94.5667096
KHCO3 | NaMnHCF,Log-Bayes,48,89.571618,92.66780596
KHCO3 | NaMnHCF,Log-Bayes,60,85.2084,90.69083425
KHCO3 | NaMnHCF,Log-Bayes,72,78.912814,88.49198659
KHCO3 | NaMnHCF,Log-Bayes,84,73.687444,84.93118136
KHCO3 | NaMnHCF,Log-Bayes,96,67.425226,81.11654173
KHCO3 | NaMnHCF,Log-Bayes,100,65.811804,77.76303281
KHCO3 | NaNiHCF,SPI+CBU (ours),12,49.14557,66.76459257
KHCO3 | NaNiHCF,SPI+CBU (ours),24,45.258024,32.50061339
KHCO3 | NaNiHCF,SPI+CBU (ours),36,43.194644,41.33756968
KHCO3 | NaNiHCF,SPI+CBU (ours),48,41.861064,41.6874888
KHCO3 | NaNiHCF,SPI+CBU (ours),60,40.634362,39.93182692
KHCO3 | NaNiHCF,SPI+CBU (ours),72,39.32813,38.38499578
KHCO3 | NaNiHCF,SPI+CBU (ours),84,37.74461,37.08568293
KHCO3 | NaNiHCF,SPI+CBU (ours),96,36.254594,35.8955155
KHCO3 | NaNiHCF,SPI+CBU (ours),100,35.78689,35.93524617
KHCO3 | NaNiHCF,SPI+TBU,12,49.14557,66.76459257
KHCO3 | NaNiHCF,SPI+TBU,24,45.258024,32.50061339
KHCO3 | NaNiHCF,SPI+TBU,36,43.194644,35.24826747
KHCO3 | NaNiHCF,SPI+TBU,48,41.861064,39.63829662
KHCO3 | NaNiHCF,SPI+TBU,60,40.634362,42.75978046
KHCO3 | NaNiHCF,SPI+TBU,72,39.32813,44.00227645
KHCO3 | NaNiHCF,SPI+TBU,84,37.74461,43.72526308
KHCO3 | NaNiHCF,SPI+TBU,96,36.254594,42.61598235
KHCO3 | NaNiHCF,SPI+TBU,100,35.78689,40.2330204
KHCO3 | NaNiHCF,Lin,12,49.14557,65.28968875
KHCO3 | NaNiHCF,Lin,24,45.258024,58.02669798
KHCO3 | NaNiHCF,Lin,36,43.194644,42.36643427
KHCO3 | NaNiHCF,Lin,48,41.861064,34.32998086
KHCO3 | NaNiHCF,Lin,60,40.634362,30.87838655
KHCO3 | NaNiHCF,Lin,72,39.32813,29.76662659
KHCO3 | NaNiHCF,Lin,84,37.74461,29.35998561
KHCO3 | NaNiHCF,Lin,96,36.254594,29.00614359
KHCO3 | NaNiHCF,Lin,100,35.78689,30.61033944
KHCO3 | NaNiHCF,Log-Bayes,12,49.14557,50.16451017
KHCO3 | NaNiHCF,Log-Bayes,24,45.258024,27.71807881
KHCO3 | NaNiHCF,Log-Bayes,36,43.194644,31.07697141
KHCO3 | NaNiHCF,Log-Bayes,48,41.861064,33.11321707
KHCO3 | NaNiHCF,Log-Bayes,60,40.634362,33.78620061
KHCO3 | NaNiHCF,Log-Bayes,72,39.32813,34.0148832
KHCO3 | NaNiHCF,Log-Bayes,84,37.74461,33.88090641
KHCO3 | NaNiHCF,Log-Bayes,96,36.254594,33.54584511
KHCO3 | NaNiHCF,Log-Bayes,100,35.78689,33.7910365
NH4Cl | KCuHCF,SPI+CBU (ours),12,95.796328,66.04941127
NH4Cl | KCuHCF,SPI+CBU (ours),24,92.62951,99.31477088
NH4Cl | KCuHCF,SPI+CBU (ours),36,90.428222,94.38781882
NH4Cl | KCuHCF,SPI+CBU (ours),48,89.873704,92.208105
NH4Cl | KCuHCF,SPI+CBU (ours),60,89.342802,90.56618866
NH4Cl | KCuHCF,SPI+CBU (ours),72,89.228466,90.10144825
NH4Cl | KCuHCF,SPI+CBU (ours),84,89.41991,90.24123633
NH4Cl | KCuHCF,SPI+CBU (ours),96,91.212582,90.21430918
NH4Cl | KCuHCF,SPI+CBU (ours),100,91.353584,90.92656484
NH4Cl | KCuHCF,SPI+TBU,12,95.796328,66.04941127
NH4Cl | KCuHCF,SPI+TBU,24,92.62951,90.43159995
NH4Cl | KCuHCF,SPI+TBU,36,90.428222,87.98068404
NH4Cl | KCuHCF,SPI+TBU,48,89.873704,85.89741052
NH4Cl | KCuHCF,SPI+TBU,60,89.342802,85.11377303
NH4Cl | KCuHCF,SPI+TBU,72,89.228466,85.79845572
NH4Cl | KCuHCF,SPI+TBU,84,89.41991,86.47976344
NH4Cl | KCuHCF,SPI+TBU,96,91.212582,87.11119705
NH4Cl | KCuHCF,SPI+TBU,100,91.353584,88.68665268
NH4Cl | KCuHCF,Lin,12,95.796328,64.55242
NH4Cl | KCuHCF,Lin,24,92.62951,90.29005586
NH4Cl | KCuHCF,Lin,36,90.428222,86.84611164
NH4Cl | KCuHCF,Lin,48,89.873704,84.45577872
