trajectory,method,cycle,actual_retention,pred_retention
NaCl | KNiHCF,Log-Bayes,72,75.42061,73.94446697
NaCl | KNiHCF,Log-Bayes,84,74.195878,73.17627844
NaCl | KNiHCF,Log-Bayes,96,71.95403,72.45252333
NaCl | KNiHCF,Log-Bayes,100,71.407432,72.25820026
NaCl | NaCoHCF,SPI+CBU (ours),12,95.008958,66.04051557
NaCl | NaCoHCF,SPI+CBU (ours),24,89.391026,90.37190591
NaCl | NaCoHCF,SPI+CBU (ours),36,86.09357,84.90937618
NaCl | NaCoHCF,SPI+CBU (ours),48,82.474202,80.58143649
NaCl | NaCoHCF,SPI+CBU (ours),60,77.077768,77.08788057
NaCl | NaCoHCF,SPI+CBU (ours),72,75.27267,73.02077011
NaCl | NaCoHCF,SPI+CBU (ours),84,69.467466,69.05879779
NaCl | NaCoHCF,SPI+CBU (ours),96,62.860952,66.07138091
NaCl | NaCoHCF,SPI+CBU (ours),100,62.366768,63.44104148
NaCl | NaCoHCF,SPI+TBU,12,95.008958,66.04051557
NaCl | NaCoHCF,SPI+TBU,24,89.391026,90.55501975
NaCl | NaCoHCF,SPI+TBU,36,86.09357,85.31360998
NaCl | NaCoHCF,SPI+TBU,48,82.474202,81.48417249
NaCl | NaCoHCF,SPI+TBU,60,77.077768,79.10005337
NaCl | NaCoHCF,SPI+TBU,72,75.27267,74.62310025
NaCl | NaCoHCF,SPI+TBU,84,69.467466,70.63566792
NaCl | NaCoHCF,SPI+TBU,96,62.860952,67.85581906
NaCl | NaCoHCF,SPI+TBU,100,62.366768,63.84936938
NaCl | NaCoHCF,Lin,12,95.008958,64.53610529
NaCl | NaCoHCF,Lin,24,89.391026,90.65831442
NaCl | NaCoHCF,Lin,36,86.09357,85.29362335
NaCl | NaCoHCF,Lin,48,82.474202,80.66548522
NaCl | NaCoHCF,Lin,60,77.077768,77.55727349
NaCl | NaCoHCF,Lin,72,75.27267,73.27173723
NaCl | NaCoHCF,Lin,84,69.467466,69.35236169
NaCl | NaCoHCF,Lin,96,62.860952,66.37077851
NaCl | NaCoHCF,Lin,100,62.366768,63.43185555
NaCl | NaCoHCF,Log-Bayes,12,95.008958,98.31770123
NaCl | NaCoHCF,Log-Bayes,24,89.391026,94.32404659
NaCl | NaCoHCF,Log-Bayes,36,86.09357,88.87664212
NaCl | NaCoHCF,Log-Bayes,48,82.474202,85.6040799
NaCl | NaCoHCF,Log-Bayes,60,77.077768,83.34912049
NaCl | NaCoHCF,Log-Bayes,72,75.27267,80.11407292
NaCl | NaCoHCF,Log-Bayes,84,69.467466,77.05839234
NaCl | NaCoHCF,Log-Bayes,96,62.860952,74.57788194
NaCl | NaCoHCF,Log-Bayes,100,62.366768,71.39481803
NaCl | NaFeHCF,SPI+CBU (ours),12,93.015598,66.23780914
NaCl | NaFeHCF,SPI+CBU (ours),24,71.879278,83.16415076
NaCl | NaFeHCF,SPI+CBU (ours),36,58.159678,68.93586706
NaCl | NaFeHCF,SPI+CBU (ours),48,48.654026,55.66121822
NaCl | NaFeHCF,SPI+CBU (ours),60,41.433804,45.39517734
NaCl | NaFeHCF,SPI+CBU (ours),72,34.694654,36.7436996
NaCl | NaFeHCF,SPI+CBU (ours),84,28.622836,28.97112873
NaCl | NaFeHCF,SPI+CBU (ours),96,24.617918,22.09105416
NaCl | NaFeHCF,SPI+CBU (ours),100,24.183686,22.71999601
NaCl | NaFeHCF,SPI+TBU,12,93.015598,66.23780914
NaCl | NaFeHCF,SPI+TBU,24,71.879278,93.18932711
NaCl | NaFeHCF,SPI+TBU,36,58.159678,73.74526562
NaCl | NaFeHCF,SPI+TBU,48,48.654026,56.23413246
NaCl | NaFeHCF,SPI+TBU,60,41.433804,41.95106576
NaCl | NaFeHCF,SPI+TBU,72,34.694654,31.88571847
NaCl | NaFeHCF,SPI+TBU,84,28.622836,24.31900114
NaCl | NaFeHCF,SPI+TBU,96,24.617918,18.27003703
NaCl | NaFeHCF,SPI+TBU,100,24.183686,17.97222452
NaCl | NaFeHCF,Lin,12,93.015598,64.74839262
NaCl | NaFeHCF,Lin,24,71.879278,89.21242622
NaCl | NaFeHCF,Lin,36,58.159678,76.92423038
NaCl | NaFeHCF,Lin,48,48.654026,59.43593714
NaCl | NaFeHCF,Lin,60,41.433804,43.29315793
NaCl | NaFeHCF,Lin,72,34.694654,31.14933664
NaCl | NaFeHCF,Lin,84,28.622836,21.7658194
NaCl | NaFeHCF,Lin,96,24.617918,14.21583289
NaCl | NaFeHCF,Lin,100,24.183686,14.10623413
NaCl | NaFeHCF,Log-Bayes,12,93.015598,98.63338235
NaCl | NaFeHCF,Log-Bayes,24,71.879278,95.28881652
NaCl | NaFeHCF,Log-Bayes,36,58.159678,77.33048999
NaCl | NaFeHCF,Log-Bayes,48,48.654026,62.76920156
NaCl | NaFeHCF,Log-Bayes,60,41.433804,52.40664013
NaCl | NaFeHCF,Log-Bayes,72,34.694654,44.63458722
NaCl | NaFeHCF,Log-Bayes,84,28.622836,38.10448607
NaCl | NaFeHCF,Log-Bayes,96,24.617918,32.32064166
NaCl | NaFeHCF,Log-Bayes,100,24.183686,29.16135411
NaCl | NaMnHCF,SPI+CBU (ours),12,35.815726,67.04665405
NaCl | NaMnHCF,SPI+CBU (ours),24,16.712464,32.12412962
NaCl | NaMnHCF,SPI+CBU (ours),36,11.411666,10.8069308
NaCl | NaMnHCF,SPI+CBU (ours),48,9.310694,4.661917656
NaCl | NaMnHCF,SPI+CBU (ours),60,8.233352,8.685998227
NaCl | NaMnHCF,SPI+CBU (ours),72,7.516046,7.968401939
NaCl | NaMnHCF,SPI+CBU (ours),84,7.049874,6.808193735
NaCl | NaMnHCF,SPI+CBU (ours),96,6.58545,6.037699417
NaCl | NaMnHCF,SPI+CBU (ours),100,6.447366,6.509875729
NaCl | NaMnHCF,SPI+TBU,12,35.815726,67.04665405
NaCl | NaMnHCF,SPI+TBU,24,16.712464,25.21089046
NaCl | NaMnHCF,SPI+TBU,36,11.411666,5.405996058
NaCl | NaMnHCF,SPI+TBU,48,9.310694,2.675947445
NaCl | NaMnHCF,SPI+TBU,60,8.233352,5.01814585
NaCl | NaMnHCF,SPI+TBU,72,7.516046,8.11381932
NaCl | NaMnHCF,SPI+TBU,84,7.049874,10.37313287
NaCl | NaMnHCF,SPI+TBU,96,6.58545,11.70805443
NaCl | NaMnHCF,SPI+TBU,100,6.447366,10.4984231
NaCl | NaMnHCF,Lin,12,35.815726,65.60844799
NaCl | NaMnHCF,Lin,24,16.712464,58.64301804
NaCl | NaMnHCF,Lin,36,11.411666,24.08774668
NaCl | NaMnHCF,Lin,48,9.310694,1.216542657
NaCl | NaMnHCF,Lin,60,8.233352,-10.06690238
NaCl | NaMnHCF,Lin,72,7.516046,-13.90506039
NaCl | NaMnHCF,Lin,84,7.049874,-14.37524775
NaCl | NaMnHCF,Lin,96,6.58545,-13.60930482
NaCl | NaMnHCF,Lin,100,6.447366,-8.385907165
NaCl | NaMnHCF,Log-Bayes,12,35.815726,67.29462885
NaCl | NaMnHCF,Log-Bayes,24,16.712464,19.25949863
NaCl | NaMnHCF,Log-Bayes,36,11.411666,-1.263238616
NaCl | NaMnHCF,Log-Bayes,48,9.310694,-5.356664863
NaCl | NaMnHCF,Log-Bayes,60,8.233352,-6.274827522
NaCl | NaMnHCF,Log-Bayes,72,7.516046,-6.319214319
NaCl | NaMnHCF,Log-Bayes,84,7.049874,-6.011051114
NaCl | NaMnHCF,Log-Bayes,96,6.58545,-5.743892368
NaCl | NaMnHCF,Log-Bayes,100,6.447366,-3.682905471
NaCl | NaNiHCF,SPI+CBU (ours),12,90.899168,66.15321696
NaCl | NaNiHCF,SPI+CBU (ours),24,82.009852,88.13524139
NaCl | NaNiHCF,SPI+CBU (ours),36,78.785118,81.16163042
NaCl | NaNiHCF,SPI+CBU (ours),48,76.334874,77.13036448
NaCl | NaNiHCF,SPI+CBU (ours),60,74.903542,74.29368612
NaCl | NaNiHCF,SPI+CBU (ours),72,73.472884,72.1219984
NaCl | NaNiHCF,SPI+CBU (ours),84,71.333272,70.29995506
NaCl | NaNiHCF,SPI+CBU (ours),96,69.437682,68.7651945
NaCl | NaNiHCF,SPI+CBU (ours),100,68.833236,68.96591509
NaCl | NaNiHCF,SPI+TBU,12,90.899168,66.15321696
NaCl | NaNiHCF,SPI+TBU,24,82.009852,85.85874376
NaCl | NaNiHCF,SPI+TBU,36,78.785118,78.07621968
NaCl | NaNiHCF,SPI+TBU,48,76.334874,73.56472796
NaCl | NaNiHCF,SPI+TBU,60,74.903542,71.30125041
NaCl | NaNiHCF,SPI+TBU,72,73.472884,70.49354124
NaCl | NaNiHCF,SPI+TBU,84,71.333272,70.14203878
NaCl | NaNiHCF,SPI+TBU,96,69.437682,69.33411538
NaCl | NaNiHCF,SPI+TBU,100,68.833236,69.02115658
NaCl | NaNiHCF,Lin,12,90.899168,64.66076504
NaCl | NaNiHCF,Lin,24,82.009852,88.19387013
NaCl | NaNiHCF,Lin,36,78.785118,79.88864311
NaCl | NaNiHCF,Lin,48,76.334874,73.02295244
NaCl | NaNiHCF,Lin,60,74.903542,68.78496245
NaCl | NaNiHCF,Lin,72,73.472884,66.59840184
NaCl | NaNiHCF,Lin,84,71.333272,65.41085119
NaCl | NaNiHCF,Lin,96,69.437682,64.29246844
NaCl | NaNiHCF,Lin,100,68.833236,65.15206241
NaCl | NaNiHCF,Log-Bayes,12,90.899168,95.6735034
NaCl | NaNiHCF,Log-Bayes,24,82.009852,88.91573281
NaCl | NaNiHCF,Log-Bayes,36,78.785118,80.96413313
NaCl | NaNiHCF,Log-Bayes,48,76.334874,76.96959717
NaCl | NaNiHCF,Log-Bayes,60,74.903542,74.6001142
NaCl | NaNiHCF,Log-Bayes,72,73.472884,72.98436021
NaCl | NaNiHCF,Log-Bayes,84,71.333272,71.77287042
NaCl | NaNiHCF,Log-Bayes,96,69.437682,70.56565949
NaCl | NaNiHCF,Log-Bayes,100,68.833236,70.01120729
Shu | KCuHCF,SPI+CBU (ours),12,1.752312,67.56862837
Shu | KCuHCF,SPI+CBU (ours),24,1.376664,-31.09594213
Shu | KCuHCF,SPI+CBU (ours),36,1.319998,0.699269868
Shu | KCuHCF,SPI+CBU (ours),48,1.301438,7.707189689
Shu | KCuHCF,SPI+CBU (ours),60,1.277558,3.903969713
Shu | KCuHCF,SPI+CBU (ours),72,1.268596,2.030488758
Shu | KCuHCF,SPI+CBU (ours),84,1.250762,1.441546257
Shu | KCuHCF,SPI+CBU (ours),96,1.2422,0.507583686
Shu | KCuHCF,SPI+CBU (ours),100,1.23859,1.369688991
Shu | KCuHCF,SPI+TBU,12,1.752312,67.56862837
Shu | KCuHCF,SPI+TBU,24,1.376664,-31.09594213
Shu | KCuHCF,SPI+TBU,36,1.319998,-8.890003002
Shu | KCuHCF,SPI+TBU,48,1.301438,4.312464321
Shu | KCuHCF,SPI+TBU,60,1.277558,11.53199287
Shu | KCuHCF,SPI+TBU,72,1.268596,13.91687974
Shu | KCuHCF,SPI+TBU,84,1.250762,13.89583025
Shu | KCuHCF,SPI+TBU,96,1.2422,13.04672768
Shu | KCuHCF,SPI+TBU,100,1.23859,9.151955807
Shu | KCuHCF,Lin,12,1.752312,66.11543115
Shu | KCuHCF,Lin,24,1.376664,13.69419849
Shu | KCuHCF,Lin,36,1.319998,-2.990048424
Shu | KCuHCF,Lin,48,1.301438,-9.750367679
Shu | KCuHCF,Lin,60,1.277558,-11.13392525
Shu | KCuHCF,Lin,72,1.268596,-10.25604143
Shu | KCuHCF,Lin,84,1.250762,-8.838394667
Shu | KCuHCF,Lin,96,1.2422,-7.49348356
Shu | KCuHCF,Lin,100,1.23859,-4.970239435
Shu | KCuHCF,Log-Bayes,12,1.752312,-24.99134351
Shu | KCuHCF,Log-Bayes,24,1.376664,-39.50613917
Shu | KCuHCF,Log-Bayes,36,1.319998,-20.39472531
Shu | KCuHCF,Log-Bayes,48,1.301438,-13.87830086
Shu | KCuHCF,Log-Bayes,60,1.277558,-10.53710696
Shu | KCuHCF,Log-Bayes,72,1.268596,-8.436553574
Shu | KCuHCF,Log-Bayes,84,1.250762,-7.064931547
Shu | KCuHCF,Log-Bayes,96,1.2422,-6.058136666
Shu | KCuHCF,Log-Bayes,100,1.23859,-4.628237001
Shu | KFeHCF,SPI+CBU (ours),12,34.193944,67.06580701
Shu | KFeHCF,SPI+CBU (ours),24,22.264316,16.40592624
Shu | KFeHCF,SPI+CBU (ours),36,17.926372,14.64395535
Shu | KFeHCF,SPI+CBU (ours),48,15.576046,18.60018611
Shu | KFeHCF,SPI+CBU (ours),60,13.915502,15.5624935
Shu | KFeHCF,SPI+CBU (ours),72,12.852918,13.4918452
Shu | KFeHCF,SPI+CBU (ours),84,12.134952,11.9892514
Shu | KFeHCF,SPI+CBU (ours),96,11.561502,10.87100063
Shu | KFeHCF,SPI+CBU (ours),100,11.403582,11.3725797
Shu | KFeHCF,SPI+TBU,12,34.193944,67.06580701
Shu | KFeHCF,SPI+TBU,24,22.264316,16.40592624
Shu | KFeHCF,SPI+TBU,36,17.926372,12.16015606
Shu | KFeHCF,SPI+TBU,48,15.576046,13.4102377
Shu | KFeHCF,SPI+TBU,60,13.915502,15.54803686
Shu | KFeHCF,SPI+TBU,72,12.852918,16.82758872
Shu | KFeHCF,SPI+TBU,84,12.134952,17.11014393
Shu | KFeHCF,SPI+TBU,96,11.561502,16.98876466
Shu | KFeHCF,SPI+TBU,100,11.403582,15.2934287
Shu | KFeHCF,Lin,12,34.193944,65.61079759
Shu | KFeHCF,Lin,24,22.264316,49.4687769
Shu | KFeHCF,Lin,36,17.926372,24.75803795
Shu | KFeHCF,Lin,48,15.576046,8.862991703
Shu | KFeHCF,Lin,60,13.915502,0.723227353
Shu | KFeHCF,Lin,72,12.852918,-2.486643392
Shu | KFeHCF,Lin,84,12.134952,-3.453742091
Shu | KFeHCF,Lin,96,11.561502,-3.424419323
Shu | KFeHCF,Lin,100,11.403582,0.289741887
Shu | KFeHCF,Log-Bayes,12,34.193944,39.7888195
Shu | KFeHCF,Log-Bayes,24,22.264316,9.001853202
Shu | KFeHCF,Log-Bayes,36,17.926372,5.125498843
Shu | KFeHCF,Log-Bayes,48,15.576046,4.226562475
Shu | KFeHCF,Log-Bayes,60,13.915502,3.85181973
Shu | KFeHCF,Log-Bayes,72,12.852918,3.585952302
Shu | KFeHCF,Log-Bayes,84,12.134952,3.332286558
Shu | KFeHCF,Log-Bayes,96,11.561502,3.233548121
Shu | KFeHCF,Log-Bayes,100,11.403582,4.494390598
Shu | KMnHCF,SPI+CBU (ours),12,75.510222,66.39959441
Shu | KMnHCF,SPI+CBU (ours),24,68.440432,67.46871133
Shu | KMnHCF,SPI+CBU (ours),36,61.749378,63.26635845
Shu | KMnHCF,SPI+CBU (ours),48,57.312526,59.10825044
Shu | KMnHCF,SPI+CBU (ours),60,53.983678,55.48848768
Shu | KMnHCF,SPI+CBU (ours),72,52.91954,52.41706592
Shu | KMnHCF,SPI+CBU (ours),84,50.534134,49.89711291
Shu | KMnHCF,SPI+CBU (ours),96,48.671062,47.79534633
Shu | KMnHCF,SPI+CBU (ours),100,48.266532,48.20830745
Shu | KMnHCF,SPI+TBU,12,75.510222,66.39959441
Shu | KMnHCF,SPI+TBU,24,68.440432,65.36673296
Shu | KMnHCF,SPI+TBU,36,61.749378,63.25140256
Shu | KMnHCF,SPI+TBU,48,57.312526,59.21640952
Shu | KMnHCF,SPI+TBU,60,53.983678,54.80404501
Shu | KMnHCF,SPI+TBU,72,52.91954,51.20977168
Shu | KMnHCF,SPI+TBU,84,50.534134,49.40761128
Shu | KMnHCF,SPI+TBU,96,48.671062,47.93080242
Shu | KMnHCF,SPI+TBU,100,48.266532,47.69587692
Shu | KMnHCF,Lin,12,75.510222,64.91298854
Shu | KMnHCF,Lin,24,68.440432,75.82702178
Shu | KMnHCF,Lin,36,61.749378,66.14092552
Shu | KMnHCF,Lin,48,57.312526,57.27639095
Shu | KMnHCF,Lin,60,53.983678,50.09694085
Shu | KMnHCF,Lin,72,52.91954,45.16266301
Shu | KMnHCF,Lin,84,50.534134,42.45239411
Shu | KMnHCF,Lin,96,48.671062,40.54295692
Shu | KMnHCF,Lin,100,48.266532,41.94411268
Shu | KMnHCF,Log-Bayes,12,75.510222,74.2006574
Shu | KMnHCF,Log-Bayes,24,68.440432,65.55789704
Shu | KMnHCF,Log-Bayes,36,61.749378,63.46402711
Shu | KMnHCF,Log-Bayes,48,57.312526,59.53301381
Shu | KMnHCF,Log-Bayes,60,53.983678,55.79560202
Shu | KMnHCF,Log-Bayes,72,52.91954,52.75869045
Shu | KMnHCF,Log-Bayes,84,50.534134,50.6597242
Shu | KMnHCF,Log-Bayes,96,48.671062,48.9085464
Shu | KMnHCF,Log-Bayes,100,48.266532,48.34098696
Shu | KNiHCF,SPI+CBU (ours),12,84.201818,66.25968426
Shu | KNiHCF,SPI+CBU (ours),24,73.156446,77.09913152
Shu | KNiHCF,SPI+CBU (ours),36,65.302852,67.74643832
Shu | KNiHCF,SPI+CBU (ours),48,59.766956,61.01521067
Shu | KNiHCF,SPI+CBU (ours),60,54.436164,55.3153358
Shu | KNiHCF,SPI+CBU (ours),72,49.837678,50.23478683
Shu | KNiHCF,SPI+CBU (ours),84,45.960226,45.47399815
Shu | KNiHCF,SPI+CBU (ours),96,42.431608,41.23406618
Shu | KNiHCF,SPI+CBU (ours),100,41.206272,41.26394324
Shu | KNiHCF,SPI+TBU,12,84.201818,66.25968426
Shu | KNiHCF,SPI+TBU,24,73.156446,78.87528066
Shu | KNiHCF,SPI+TBU,36,65.302852,68.85431219
Shu | KNiHCF,SPI+TBU,48,59.766956,61.44045922
Shu | KNiHCF,SPI+TBU,60,54.436164,55.2207466
Shu | KNiHCF,SPI+TBU,72,49.837678,49.8530353
Shu | KNiHCF,SPI+TBU,84,45.960226,45.19611857
Shu | KNiHCF,SPI+TBU,96,42.431608,41.14573402
Shu | KNiHCF,SPI+TBU,100,41.206272,40.30049931
Shu | KNiHCF,Lin,12,84.201818,64.77113781
Shu | KNiHCF,Lin,24,73.156446,85.02536202
Shu | KNiHCF,Lin,36,65.302852,73.07864704
Shu | KNiHCF,Lin,48,59.766956,61.67804061
Shu | KNiHCF,Lin,60,54.436164,52.44248374
Shu | KNiHCF,Lin,72,49.837678,45.39435171
Shu | KNiHCF,Lin,84,45.960226,39.83635874
Shu | KNiHCF,Lin,96,42.431608,35.25291989
Shu | KNiHCF,Lin,100,41.206272,35.58533745
Shu | KNiHCF,Log-Bayes,12,84.201818,92.7339931
Shu | KNiHCF,Log-Bayes,24,73.156446,80.68818078
Shu | KNiHCF,Log-Bayes,36,65.302852,70.46697432
Shu | KNiHCF,Log-Bayes,48,59.766956,64.04082803
Shu | KNiHCF,Log-Bayes,60,54.436164,58.99085938
Shu | KNiHCF,Log-Bayes,72,49.837678,54.63766984
Shu | KNiHCF,Log-Bayes,84,45.960226,50.7095945
Shu | KNiHCF,Log-Bayes,96,42.431608,47.18013103
Shu | KNiHCF,Log-Bayes,100,41.206272,45.33608741
Shu | NaCoHCF,SPI+CBU (ours),12,89.224606,66.14236085
Shu | NaCoHCF,SPI+CBU (ours),24,84.475938,88.17424795
Shu | NaCoHCF,SPI+CBU (ours),36,83.297248,84.43744337
Shu | NaCoHCF,SPI+CBU (ours),48,85.044676,81.91367794
Shu | NaCoHCF,SPI+CBU (ours),60,81.982182,80.54029977
Shu | NaCoHCF,SPI+CBU (ours),72,82.442164,79.32056307
Shu | NaCoHCF,SPI+CBU (ours),84,79.412138,78.04575977
Shu | NaCoHCF,SPI+CBU (ours),96,78.064636,76.77551109
Shu | NaCoHCF,SPI+CBU (ours),100,76.778482,76.92452995
Shu | NaCoHCF,SPI+TBU,12,89.224606,66.14236085
Shu | NaCoHCF,SPI+TBU,24,84.475938,82.49498121
Shu | NaCoHCF,SPI+TBU,36,83.297248,79.40639902
Shu | NaCoHCF,SPI+TBU,48,85.044676,77.89958143
Shu | NaCoHCF,SPI+TBU,60,81.982182,80.0359687
Shu | NaCoHCF,SPI+TBU,72,82.442164,81.00937569
Shu | NaCoHCF,SPI+TBU,84,79.412138,81.17978975
Shu | NaCoHCF,SPI+TBU,96,78.064636,80.30497817
Shu | NaCoHCF,SPI+TBU,100,76.778482,79.17007453
Shu | NaCoHCF,Lin,12,89.224606,64.646293
Shu | NaCoHCF,Lin,24,84.475938,86.08953925
Shu | NaCoHCF,Lin,36,83.297248,80.02050441
Shu | NaCoHCF,Lin,48,85.044676,76.13841903
Shu | NaCoHCF,Lin,60,81.982182,76.22595874
Shu | NaCoHCF,Lin,72,82.442164,76.48892163
Shu | NaCoHCF,Lin,84,79.412138,76.55735365
Shu | NaCoHCF,Lin,96,78.064636,76.0511373
Shu | NaCoHCF,Lin,100,76.778482,76.24948257
Shu | NaCoHCF,Log-Bayes,12,89.224606,91.96011446
Shu | NaCoHCF,Log-Bayes,24,84.475938,85.1518302
Shu | NaCoHCF,Log-Bayes,36,83.297248,82.0872633
Shu | NaCoHCF,Log-Bayes,48,85.044676,80.47288018
Shu | NaCoHCF,Log-Bayes,60,81.982182,80.89798974
Shu | NaCoHCF,Log-Bayes,72,82.442164,80.77124867
Shu | NaCoHCF,Log-Bayes,84,79.412138,80.40844884
Shu | NaCoHCF,Log-Bayes,96,78.064636,79.74093012
Shu | NaCoHCF,Log-Bayes,100,76.778482,79.21514643
Shu | NaFeHCF,SPI+CBU (ours),12,94.207374,66.29149941
Shu | NaFeHCF,SPI+CBU (ours),24,68.07879,86.09796544
Shu | NaFeHCF,SPI+CBU (ours),36,50.5788,73.37741796
Shu | NaFeHCF,SPI+CBU (ours),48,39.232648,59.58056213
Shu | NaFeHCF,SPI+CBU (ours),60,31.772368,46.88191579
Shu | NaFeHCF,SPI+CBU (ours),72,26.872868,34.51546825
Shu | NaFeHCF,SPI+CBU (ours),84,24.421506,23.61397052
Shu | NaFeHCF,SPI+CBU (ours),96,22.947456,15.58643212
Shu | NaFeHCF,SPI+CBU (ours),100,22.496256,13.96010563
Shu | NaFeHCF,SPI+TBU,12,94.207374,66.29149941
Shu | NaFeHCF,SPI+TBU,24,68.07879,91.65109053
Shu | NaFeHCF,SPI+TBU,36,50.5788,72.09731093
Shu | NaFeHCF,SPI+TBU,48,39.232648,49.01298021
Shu | NaFeHCF,SPI+TBU,60,31.772368,31.10900145
Shu | NaFeHCF,SPI+TBU,72,26.872868,18.969848
Shu | NaFeHCF,SPI+TBU,84,24.421506,12.34816725
Shu | NaFeHCF,SPI+TBU,96,22.947456,9.432251262
Shu | NaFeHCF,SPI+TBU,100,22.496256,13.09741427
Shu | NaFeHCF,Lin,12,94.207374,64.81353408
Shu | NaFeHCF,Lin,24,68.07879,89.83624446
Shu | NaFeHCF,Lin,36,50.5788,76.56457664
Shu | NaFeHCF,Lin,48,39.232648,54.13600012
Shu | NaFeHCF,Lin,60,31.772368,33.82146956
Shu | NaFeHCF,Lin,72,26.872868,18.733654
Shu | NaFeHCF,Lin,84,24.421506,8.906106755
Shu | NaFeHCF,Lin,96,22.947456,2.936346183
Shu | NaFeHCF,Lin,100,22.496256,6.289957157
Shu | NaFeHCF,Log-Bayes,12,94.207374,91.91408791
Shu | NaFeHCF,Log-Bayes,24,68.07879,95.36681475
Shu | NaFeHCF,Log-Bayes,36,50.5788,75.49737241
Shu | NaFeHCF,Log-Bayes,48,39.232648,56.60006516
Shu | NaFeHCF,Log-Bayes,60,31.772368,43.7818585
Shu | NaFeHCF,Log-Bayes,72,26.872868,34.31406034
Shu | NaFeHCF,Log-Bayes,84,24.421506,27.42699697
Shu | NaFeHCF,Log-Bayes,96,22.947456,22.45419889
Shu | NaFeHCF,Log-Bayes,100,22.496256,21.14152567
Shu | NaMnHCF,SPI+CBU (ours),12,33.185236,67.00185289
Shu | NaMnHCF,SPI+CBU (ours),24,30.38253,5.425636623
Shu | NaMnHCF,SPI+CBU (ours),36,30.72332,25.11556028
Shu | NaMnHCF,SPI+CBU (ours),48,31.31549,35.1220397
Shu | NaMnHCF,SPI+CBU (ours),60,31.209466,35.25087159
Shu | NaMnHCF,SPI+CBU (ours),72,30.376064,31.08188486
Shu | NaMnHCF,SPI+CBU (ours),84,30.144126,30.47882775
Shu | NaMnHCF,SPI+CBU (ours),96,30.164864,29.64390139
Shu | NaMnHCF,SPI+CBU (ours),100,29.837436,30.20069923
Shu | NaMnHCF,SPI+TBU,12,33.185236,67.00185289
Shu | NaMnHCF,SPI+TBU,24,30.38253,5.425636623
Shu | NaMnHCF,SPI+TBU,36,30.72332,17.15256086
Shu | NaMnHCF,SPI+TBU,48,31.31549,26.64382676
Shu | NaMnHCF,SPI+TBU,60,31.209466,34.56048956
Shu | NaMnHCF,SPI+TBU,72,30.376064,38.89490856
Shu | NaMnHCF,SPI+TBU,84,30.144126,40.07504045
Shu | NaMnHCF,SPI+TBU,96,30.164864,39.65157498
Shu | NaMnHCF,SPI+TBU,100,29.837436,36.59249785
Shu | NaMnHCF,Lin,12,33.185236,65.54117969
Shu | NaMnHCF,Lin,24,30.38253,45.87664006
Shu | NaMnHCF,Lin,36,30.72332,27.50025956
Shu | NaMnHCF,Lin,48,31.31549,19.18787491
Shu | NaMnHCF,Lin,60,31.209466,17.65669894
Shu | NaMnHCF,Lin,72,30.376064,18.77155173
Shu | NaMnHCF,Lin,84,30.144126,20.10467513
Shu | NaMnHCF,Lin,96,30.164864,21.09296502
Shu | NaMnHCF,Lin,100,29.837436,23.59978331
Shu | NaMnHCF,Log-Bayes,12,33.185236,37.95541145
Shu | NaMnHCF,Log-Bayes,24,30.38253,-2.329016256
Shu | NaMnHCF,Log-Bayes,36,30.72332,10.21488869
Shu | NaMnHCF,Log-Bayes,48,31.31549,15.43555526
Shu | NaMnHCF,Log-Bayes,60,31.209466,18.7795252
Shu | NaMnHCF,Log-Bayes,72,30.376064,20.98456026
Shu | NaMnHCF,Log-Bayes,84,30.144126,22.2650312
Shu | NaMnHCF,Log-Bayes,96,30.164864,23.03370167
Shu | NaMnHCF,Log-Bayes,100,29.837436,24.33694652
Shu | NaNiHCF,SPI+CBU (ours),12,99.29161,65.966117
Shu | NaNiHCF,SPI+CBU (ours),24,96.481522,95.59394585
Shu | NaNiHCF,SPI+CBU (ours),36,93.239946,92.99069189
Shu | NaNiHCF,SPI+CBU (ours),48,87.988576,89.47166246
Shu | NaNiHCF,SPI+CBU (ours),60,84.958404,85.62295329
Shu | NaNiHCF,SPI+CBU (ours),72,80.59878,81.43670573
Shu | NaNiHCF,SPI+CBU (ours),84,78.042538,77.2980972
Shu | NaNiHCF,SPI+CBU (ours),96,74.52707,73.11919436
Shu | NaNiHCF,SPI+CBU (ours),100,73.181172,73.12152022
Shu | NaNiHCF,SPI+TBU,12,99.29161,65.966117
Shu | NaNiHCF,SPI+TBU,24,96.481522,94.55847888
Shu | NaNiHCF,SPI+TBU,36,93.239946,93.05022243
Shu | NaNiHCF,SPI+TBU,48,87.988576,89.66013659
Shu | NaNiHCF,SPI+TBU,60,84.958404,85.56927399
Shu | NaNiHCF,SPI+TBU,72,80.59878,80.97201427
Shu | NaNiHCF,SPI+TBU,84,78.042538,76.62739276
Shu | NaNiHCF,SPI+TBU,96,74.52707,72.84211085
Shu | NaNiHCF,SPI+TBU,100,73.181172,72.4851336
Shu | NaNiHCF,Lin,12,99.29161,64.4595171
Shu | NaNiHCF,Lin,24,96.481522,92.43373939
Shu | NaNiHCF,Lin,36,93.239946,90.80901576
Shu | NaNiHCF,Lin,48,87.988576,88.5468825
Shu | NaNiHCF,Lin,60,84.958404,85.50613535
Shu | NaNiHCF,Lin,72,80.59878,81.63039919
Shu | NaNiHCF,Lin,84,78.042538,77.64015657
