trajectory,electrolyte,electrode,method,cycle,actual_retention,true_RUL,pred_RUL,RUL_lo90,RUL_hi90,pred_retention,retention_lo,retention_hi,RUL_lo_cal90,RUL_hi_cal90
Hu pH 9 | NaNiHCF,Hu pH 9,NaNiHCF,SPI+TBU,48,39.440682,52,142.5,73.50721217,431.6774153,54.4644617,41.82304518,67.10587821,,
Hu pH 9 | NaNiHCF,Hu pH 9,NaNiHCF,SPI+TBU,60,29.040114,40,47.63255202,34,76.05,43.00769214,30.43477645,55.58060784,,
Hu pH 9 | NaNiHCF,Hu pH 9,NaNiHCF,SPI+TBU,72,23.378074,28,24,16.22378586,34.7060256,28.6979323,16.2213725,41.17449209,,
Hu pH 9 | NaNiHCF,Hu pH 9,NaNiHCF,SPI+TBU,84,17.010276,16,9.727826019,4.989831337,16.43985817,17.90699243,5.539882839,30.27410202,,
Hu pH 9 | NaNiHCF,Hu pH 9,NaNiHCF,SPI+TBU,96,12.549366,4,0,0,4,9.863734826,-2.403877583,22.13134723,,
Hu pH 9 | NaNiHCF,Hu pH 9,NaNiHCF,SPI+TBU,100,11.425476,0,0,0,0,8.29254199,-3.760254323,20.3453383,,
Hu pH 9 | NaNiHCF,Hu pH 9,NaNiHCF,Lin,12,66.718788,88,162,88.2639149,495.6209357,64.9741386,11.86437442,118.0839028,,
Hu pH 9 | NaNiHCF,Hu pH 9,NaNiHCF,Lin,24,61.399048,76,107.155572,65.49814912,238.3,71.21753023,45.11481426,97.32024621,,
Hu pH 9 | NaNiHCF,Hu pH 9,NaNiHCF,Lin,36,55.079546,64,89.75582721,56,173.4377806,59.81666038,33.85615684,85.77716392,,
Hu pH 9 | NaNiHCF,Hu pH 9,NaNiHCF,Lin,48,39.440682,52,53,34.31170412,78.95537457,51.936938,25.99824072,77.87563528,,
Hu pH 9 | NaNiHCF,Hu pH 9,NaNiHCF,Lin,60,29.040114,40,28,18.99225471,45.78747494,38.36334151,12.55503177,64.17165124,,
Hu pH 9 | NaNiHCF,Hu pH 9,NaNiHCF,Lin,72,23.378074,28,14.71142104,6.992254711,25.06794267,24.17626218,-1.459662251,49.81218662,,
Hu pH 9 | NaNiHCF,Hu pH 9,NaNiHCF,Lin,84,17.010276,16,4,0,13,13.31822755,-12.15871774,38.79517285,,
Hu pH 9 | NaNiHCF,Hu pH 9,NaNiHCF,Lin,96,12.549366,4,0,0,1,4.890181832,-20.45626777,30.23663143,,
Hu pH 9 | NaNiHCF,Hu pH 9,NaNiHCF,Lin,100,11.425476,0,0,0,0,4.148213044,-20.96149925,29.25792534,,
Hu pH 9 | NaNiHCF,Hu pH 9,NaNiHCF,Log-Bayes,12,66.718788,88,207.0539135,165.8834554,262.4427804,70.45725369,70.10143057,70.80681237,,
Hu pH 9 | NaNiHCF,Hu pH 9,NaNiHCF,Log-Bayes,24,61.399048,76,592.2420856,436.1429204,848.8840681,53.00105253,50.99081618,55.08750948,,
Hu pH 9 | NaNiHCF,Hu pH 9,NaNiHCF,Log-Bayes,36,55.079546,64,1018.025932,772.3928465,1406.217718,53.66988188,51.74548658,55.63523491,,
Hu pH 9 | NaNiHCF,Hu pH 9,NaNiHCF,Log-Bayes,48,39.440682,52,425.5593669,322.1664508,574.6416706,52.57155119,51.06961799,54.07838707,,
Hu pH 9 | NaNiHCF,Hu pH 9,NaNiHCF,Log-Bayes,60,29.040114,40,195.8749178,152.7008685,254.3616336,44.44445613,42.42882917,46.51008863,,
Hu pH 9 | NaNiHCF,Hu pH 9,NaNiHCF,Log-Bayes,72,23.378074,28,114,91,146.7001792,35.62394653,33.08316363,38.11617123,,
Hu pH 9 | NaNiHCF,Hu pH 9,NaNiHCF,Log-Bayes,84,17.010276,16,69.47457014,54.6452951,87.67777227,28.37278225,25.91837395,30.85263143,,
Hu pH 9 | NaNiHCF,Hu pH 9,NaNiHCF,Log-Bayes,96,12.549366,4,39.32891777,28.41718955,51.79505488,22.25374098,19.89904376,24.62668774,,
Hu pH 9 | NaNiHCF,Hu pH 9,NaNiHCF,Log-Bayes,100,11.425476,0,31.49422428,21.87798437,42.72231695,18.81971592,16.72414559,20.98343257,,
KCl | KCuHCF,KCl,KCuHCF,SPI+CBU (ours),12,87.507074,88,83.36256646,69.83201974,109,66.16513215,19.86814871,112.4621156,49.39004675,117.3350862
KCl | KCuHCF,KCl,KCuHCF,SPI+CBU (ours),24,80.720986,76,71.36256646,56.91681064,100.6732914,85.46880826,72.34621682,98.59139969,33.41019073,109.3149422
KCl | KCuHCF,KCl,KCuHCF,SPI+CBU (ours),36,79.424906,64,60,47.07901606,83,77.64518033,65.59053269,89.69982797,28.84377681,91.15622319
KCl | KCuHCF,KCl,KCuHCF,SPI+CBU (ours),48,78.307392,52,50.71808091,38.71142104,68.2,74.81809248,62.91258906,86.72359591,25.14103243,76.29512939
KCl | KCuHCF,KCl,KCuHCF,SPI+CBU (ours),60,75.740018,40,40.43985817,30.54193472,57.44921741,72.82310799,60.99635993,84.64985605,17.10170835,63.77800799
KCl | KCuHCF,KCl,KCuHCF,SPI+CBU (ours),72,73.779256,28,31,20.92099476,46.62793914,70.83166207,59.02763607,82.63568807,8.702968883,53.29703112
KCl | KCuHCF,KCl,KCuHCF,SPI+CBU (ours),84,70.424538,16,20.87683137,11.90438497,34.05564788,68.85849971,57.05114146,80.66585795,1.663836195,40.08982655
KCl | KCuHCF,KCl,KCuHCF,SPI+CBU (ours),96,66.322104,4,7.987013424,1.868292364,22.37098588,66.91070285,55.09655036,78.72485534,0,25.7701147
KCl | KCuHCF,KCl,KCuHCF,SPI+CBU (ours),100,65.37072,0,5.787474935,0.439858171,16,66.21984468,54.42509317,78.01459618,0,19.28363229
KCl | KCuHCF,KCl,KCuHCF,SPI+TBU,12,87.507074,88,61.57616198,31.87418555,164,66.16513215,19.86814871,112.4621156,,
KCl | KCuHCF,KCl,KCuHCF,SPI+TBU,24,80.720986,76,37.89324633,19.19683383,102.3695077,82.87145519,68.7602558,96.98265459,,
KCl | KCuHCF,KCl,KCuHCF,SPI+TBU,36,79.424906,64,39.50943309,16.97351386,132.0364104,74.64751895,61.75867367,87.53636422,,
KCl | KCuHCF,KCl,KCuHCF,SPI+TBU,48,78.307392,52,53.31197558,23.69238849,174.2536266,73.32149548,60.58789292,86.05509803,,
KCl | KCuHCF,KCl,KCuHCF,SPI+TBU,60,75.740018,40,64.33664568,26.81242367,213.2762942,73.9844398,61.33828101,86.63059859,,
KCl | KCuHCF,KCl,KCuHCF,SPI+TBU,72,73.779256,28,77,26.12322893,233.3665547,73.77666668,61.25525653,86.29807683,,
KCl | KCuHCF,KCl,KCuHCF,SPI+TBU,84,70.424538,16,54,19,178,72.95755432,60.5656507,85.34945795,,
KCl | KCuHCF,KCl,KCuHCF,SPI+TBU,96,66.322104,4,24.43553646,4,86.07622859,70.77793833,58.49673227,83.0591444,,
KCl | KCuHCF,KCl,KCuHCF,SPI+TBU,100,65.37072,0,17,0,62,68.31003385,56.25220849,80.36785922,,
KCl | KCuHCF,KCl,KCuHCF,Lin,12,87.507074,88,65.2467512,31.79812589,235.8938874,64.67016254,11.78977715,117.5505479,,
KCl | KCuHCF,KCl,KCuHCF,Lin,24,80.720986,76,37.89324633,18.30938905,110.0336188,87.06368123,60.92126853,113.2060939,,
KCl | KCuHCF,KCl,KCuHCF,Lin,36,79.424906,64,26.70170637,9.319732246,83.45063581,77.33229661,51.31342335,103.3511699,,
KCl | KCuHCF,KCl,KCuHCF,Lin,48,78.307392,52,21.85684533,5.99487219,68.2740638,72.00201056,46.01372593,97.99029518,,
KCl | KCuHCF,KCl,KCuHCF,Lin,60,75.740018,40,21.61940979,2.972748516,60.0740638,69.94658113,44.10738857,95.78577369,,
KCl | KCuHCF,KCl,KCuHCF,Lin,72,73.779256,28,19.66405432,2.204271293,72.2,68.59623515,42.94308777,94.24938254,,
KCl | KCuHCF,KCl,KCuHCF,Lin,84,70.424538,16,12,0,49.60138855,67.47295908,41.98644649,92.95947166,,
KCl | KCuHCF,KCl,KCuHCF,Lin,96,66.322104,4,2.718080912,0,31.94917945,65.65084061,40.29887989,91.00280132,,
KCl | KCuHCF,KCl,KCuHCF,Lin,100,65.37072,0,0,0,21,64.94855051,39.83634143,90.06075959,,
KCl | KCuHCF,KCl,KCuHCF,Log-Bayes,12,87.507074,88,453.7166657,213.8868776,1207.085065,95.58602752,94.4077392,96.76618786,,
KCl | KCuHCF,KCl,KCuHCF,Log-Bayes,24,80.720986,76,97.61336298,73.47119499,134.134237,85.39816752,82.95599205,87.79685088,,
KCl | KCuHCF,KCl,KCuHCF,Log-Bayes,36,79.424906,64,112.0044276,91.53171874,140.4052786,76.92117831,75.42082014,78.4599374,,
KCl | KCuHCF,KCl,KCuHCF,Log-Bayes,48,78.307392,52,142.0210586,118.1309074,173.1653497,75.40686283,74.40514572,76.40433832,,
KCl | KCuHCF,KCl,KCuHCF,Log-Bayes,60,75.740018,40,150.2275428,128.3392837,176.8656221,74.82358941,74.00040316,75.62638708,,
KCl | KCuHCF,KCl,KCuHCF,Log-Bayes,72,73.779256,28,144.2885871,125.9964475,165.4018509,73.86583273,73.21648178,74.48217978,,
KCl | KCuHCF,KCl,KCuHCF,Log-Bayes,84,70.424538,16,115.4911999,102.4375844,130.8173507,72.79669361,72.2496553,73.32648599,,
KCl | KCuHCF,KCl,KCuHCF,Log-Bayes,96,66.322104,4,72.76576071,61.69291873,86,71.3056429,70.84106413,71.76745019,,
KCl | KCuHCF,KCl,KCuHCF,Log-Bayes,100,65.37072,0,59.94254737,49.43568624,71.87375248,69.9094038,69.37134965,70.45855402,,
KCl | KFeHCF,KCl,KFeHCF,SPI+CBU (ours),12,71.572882,88,106,82.05546251,113.8847538,66.61283305,20.06300463,113.1626615,78.39272437,133.6072756
KCl | KFeHCF,KCl,KFeHCF,SPI+CBU (ours),24,44.978978,76,77,62.26356161,93.74080819,59.35618153,46.00239531,72.70996776,49.69807192,104.3019281
KCl | KFeHCF,KCl,KFeHCF,SPI+CBU (ours),36,30.002002,64,52.6068086,44.91681064,69.55981404,40.96935907,28.6298174,53.30890073,31.23259136,73.98102583
KCl | KFeHCF,KCl,KFeHCF,SPI+CBU (ours),48,21.632402,52,37.11249087,32.60336269,46.24374834,27.13256164,15.17189595,39.09322733,25.28144246,48.94353927
KCl | KFeHCF,KCl,KFeHCF,SPI+CBU (ours),60,19.182826,40,24.49134497,20.22025963,31.03281086,19.03298791,7.181168918,30.88480691,15.11303117,33.86965877
KCl | KFeHCF,KCl,KFeHCF,SPI+CBU (ours),72,13.863612,28,13,8.916810645,18.54193472,12.81206623,1.00673161,24.61740085,4.651606354,21.34839365
KCl | KFeHCF,KCl,KFeHCF,SPI+CBU (ours),84,10.875666,16,2.711421037,0.491344969,8,8.108377526,-3.714363846,19.9311189,0,9.224085957
KCl | KFeHCF,KCl,KFeHCF,SPI+CBU (ours),96,8.96407,4,0,0,0.838119568,4.794053345,-7.017724317,16.60583101,0,0.726946688
KCl | KFeHCF,KCl,KFeHCF,SPI+CBU (ours),100,7.859432,0,3,0,11.23089517,6.85648037,-5.074843085,18.78780382,0,12.74116625
KCl | KFeHCF,KCl,KFeHCF,SPI+TBU,12,71.572882,88,210.7520148,116.6322128,752.095108,66.61283305,20.06300463,113.1626615,,
KCl | KFeHCF,KCl,KFeHCF,SPI+TBU,24,44.978978,76,106,57.75,231,65.93242458,51.85319209,80.01165707,,
KCl | KFeHCF,KCl,KFeHCF,SPI+TBU,36,30.002002,64,40.08254004,26.1937989,77.19971712,43.44519536,30.57468213,56.31570859,,
KCl | KFeHCF,KCl,KFeHCF,SPI+TBU,48,21.632402,52,21.25550111,14.43066423,38.71142104,24.93922868,12.21760669,37.66085067,,
KCl | KFeHCF,KCl,KFeHCF,SPI+TBU,60,19.182826,40,11.07524348,5,20.9519406,13.91284642,1.272493293,26.55319955,,
KCl | KFeHCF,KCl,KFeHCF,SPI+TBU,72,13.863612,28,6.845094224,0.942801005,16,7.429385238,-5.089911419,19.9486819,,
KCl | KFeHCF,KCl,KFeHCF,SPI+TBU,84,10.875666,16,0.491344969,0,8.920994764,5.37348238,-7.017823598,17.76478836,,
KCl | KFeHCF,KCl,KFeHCF,SPI+TBU,96,8.96407,4,0,0,2.718080912,3.750388336,-8.530726187,16.03150286,,
KCl | KFeHCF,KCl,KFeHCF,SPI+TBU,100,7.859432,0,0,0,2.009583278,5.074413993,-6.983415339,17.13224333,,
KCl | KFeHCF,KCl,KFeHCF,Lin,12,71.572882,88,196.3174453,104.7563699,655.0892438,65.15554013,12.03839154,118.2726887,,
KCl | KFeHCF,KCl,KFeHCF,Lin,24,44.978978,76,82.3530128,53,144.1,78.36087815,52.26404077,104.4577155,,
KCl | KFeHCF,KCl,KFeHCF,Lin,36,30.002002,64,32.6593334,22.76450768,49.01124909,55.02471718,29.06919899,80.98023538,,
KCl | KFeHCF,KCl,KFeHCF,Lin,48,21.632402,52,14.43066423,8.767050346,23.03461942,29.07816761,3.142574274,55.01376094,,
KCl | KFeHCF,KCl,KFeHCF,Lin,60,19.182826,40,3.51953971,0,9.856845325,10.22995825,-15.57688422,36.03680072,,
KCl | KFeHCF,KCl,KFeHCF,Lin,72,13.863612,28,0,0,2,-1.737322093,-27.37264543,23.89800125,,
KCl | KFeHCF,KCl,KFeHCF,Lin,84,10.875666,16,0,0,0,-7.719941891,-33.19666308,17.7567793,,
KCl | KFeHCF,KCl,KFeHCF,Lin,96,8.96407,4,0,0,0,-11.59110972,-36.93748974,13.7552703,,
KCl | KFeHCF,KCl,KFeHCF,Lin,100,7.859432,0,0,0,0,-7.548869378,-32.65856314,17.56082438,,
KCl | KFeHCF,KCl,KFeHCF,Log-Bayes,12,71.572882,88,1055.336587,532.9769832,1830.708759,85.18864143,84.30537373,86.08857589,,
KCl | KFeHCF,KCl,KFeHCF,Log-Bayes,24,44.978978,76,135.0701562,98.67653991,197.3959535,65.73415138,61.51542724,70.10541303,,
KCl | KFeHCF,KCl,KFeHCF,Log-Bayes,36,30.002002,64,58.22204253,45.74559344,74.06780765,42.58285836,38.57159709,46.6082955,,
KCl | KFeHCF,KCl,KFeHCF,Log-Bayes,48,21.632402,52,35.80907715,29,43.89089937,26.7389875,23.18383614,30.2959221,,
KCl | KFeHCF,KCl,KFeHCF,Log-Bayes,60,19.182826,40,21.13461738,16.52581224,26.42438477,17.71024921,15.20537535,20.33969366,,
KCl | KFeHCF,KCl,KFeHCF,Log-Bayes,72,13.863612,28,11.16382503,7.555885607,15.12839311,11.38619955,9.374925859,13.40232497,,
KCl | KFeHCF,KCl,KFeHCF,Log-Bayes,84,10.875666,16,1.252752326,-2,4.748063361,7.51896135,5.808730709,9.238706933,,
KCl | KFeHCF,KCl,KFeHCF,Log-Bayes,96,8.96407,4,-7,-10,-4,4.378610389,2.940775652,5.821114364,,
KCl | KFeHCF,KCl,KFeHCF,Log-Bayes,100,7.859432,0,-11,-13,-8,4.202603573,2.977998791,5.430625909,,
KCl | KMnHCF,KCl,KMnHCF,SPI+CBU (ours),12,19.624832,88,93,68,118,67.22892848,21.42439844,113.0334585,49.63228039,136.3677196
KCl | KMnHCF,KCl,KMnHCF,SPI+CBU (ours),24,15.133422,76,81,56,106,-2.983858664,-30.55533308,24.58761575,37.63228039,124.3677196
KCl | KMnHCF,KCl,KMnHCF,SPI+CBU (ours),36,13.977448,64,69,44,94,8.27496328,-26.54866787,43.09859443,25.63228039,112.3677196
KCl | KMnHCF,KCl,KMnHCF,SPI+CBU (ours),48,13.640092,52,57,32,82,18.28568479,-30.46815752,67.0395271,13.63228039,100.3677196
KCl | KMnHCF,KCl,KMnHCF,SPI+CBU (ours),60,13.812162,40,45,20,70,16.36269581,-37.18378848,69.9091801,1.632280392,88.36771961
KCl | KMnHCF,KCl,KMnHCF,SPI+CBU (ours),72,14.404594,28,33,8,58,15.02132431,-43.22000989,73.26265851,0,76.36771961
KCl | KMnHCF,KCl,KMnHCF,SPI+CBU (ours),84,15.221714,16,21,0,46,15.40460896,-48.35001544,79.15923337,0,60.89830204
KCl | KMnHCF,KCl,KMnHCF,SPI+CBU (ours),96,16.386208,4,6.850203792,0.856558435,12.84384915,16.21589737,-52.25232814,84.68412288,0,17.24743304
KCl | KMnHCF,KCl,KMnHCF,SPI+CBU (ours),100,16.820904,0,5.787474935,0.329893628,18.09274647,16.71559445,4.755093032,28.67609587,0,21.19416337
KCl | KMnHCF,KCl,KMnHCF,SPI+TBU,12,19.624832,88,0.831843952,0,3.260594216,67.22892848,21.42439844,113.0334585,,
KCl | KMnHCF,KCl,KMnHCF,SPI+TBU,24,15.133422,76,0,0,0,-2.983858664,-17.09855369,11.13083636,,
KCl | KMnHCF,KCl,KMnHCF,SPI+TBU,36,13.977448,64,0,0,0,1.330290538,-11.55830055,14.21888163,,
KCl | KMnHCF,KCl,KMnHCF,SPI+TBU,48,13.640092,52,0,0,0,9.61673995,-3.115420014,22.34889991,,
KCl | KMnHCF,KCl,KMnHCF,SPI+TBU,60,13.812162,40,0,0,0,16.65954769,4.014765368,29.30433001,,
KCl | KMnHCF,KCl,KMnHCF,SPI+TBU,72,14.404594,28,0,0,0,20.85520854,8.334678356,33.37573873,,
KCl | KMnHCF,KCl,KMnHCF,SPI+TBU,84,15.221714,16,0,0,0,23.08091733,10.68950065,35.47233402,,
KCl | KMnHCF,KCl,KMnHCF,SPI+TBU,96,16.386208,4,0,0,0,24.39637174,12.11542719,36.6773163,,
KCl | KMnHCF,KCl,KMnHCF,SPI+TBU,100,16.820904,0,0,0,0,22.35119602,10.29346536,34.40892669,,
KCl | KMnHCF,KCl,KMnHCF,Lin,12,19.624832,88,54.90144567,28.83607274,215.5,65.78121701,13.37257168,118.1898623,,
KCl | KMnHCF,KCl,KMnHCF,Lin,24,15.133422,76,8.963442486,1.39351846,24.00839191,39.04370083,12.8976435,65.18975815,,
KCl | KMnHCF,KCl,KMnHCF,Lin,36,13.977448,64,0,0,2.00699888,14.48851482,-11.53019727,40.50722691,,
KCl | KMnHCF,KCl,KMnHCF,Lin,48,13.640092,52,0,0,0,2.282277455,-23.70393867,28.26849358,,
KCl | KMnHCF,KCl,KMnHCF,Lin,60,13.812162,40,0,0,0,-1.940339164,-27.77743919,23.89676086,,
KCl | KMnHCF,KCl,KMnHCF,Lin,72,14.404594,28,0,0,0,-2.04500387,-27.69661278,23.60660504,,
KCl | KMnHCF,KCl,KMnHCF,Lin,84,15.221714,16,0,0,0,-0.472408242,-25.95787712,25.01306063,,
KCl | KMnHCF,KCl,KMnHCF,Lin,96,16.386208,4,0,0,0,1.657898532,-23.69335646,27.00915353,,
KCl | KMnHCF,KCl,KMnHCF,Lin,100,16.820904,0,0,0,0,5.949959128,-19.16190727,31.06182553,,
KCl | KMnHCF,KCl,KMnHCF,Log-Bayes,12,19.624832,88,0,0,0.63032587,26.60133595,22.25670053,30.90881171,,
KCl | KMnHCF,KCl,KMnHCF,Log-Bayes,24,15.133422,76,-7,-8,-5,-13.16978956,-17.7112706,-8.563390273,,
KCl | KMnHCF,KCl,KMnHCF,Log-Bayes,36,13.977448,64,-14,-16,-11,-7.513727895,-13.32509876,-1.807687425,,
KCl | KMnHCF,KCl,KMnHCF,Log-Bayes,48,13.640092,52,-21,-24,-18,-3.191432952,-8.310337567,1.624532362,,
KCl | KMnHCF,KCl,KMnHCF,Log-Bayes,60,13.812162,40,-29,-32,-25,-0.565151333,-4.991122259,3.833607457,,
KCl | KMnHCF,KCl,KMnHCF,Log-Bayes,72,14.404594,28,-37,-41,-33,1.261063094,-2.590155184,5.104646233,,
KCl | KMnHCF,KCl,KMnHCF,Log-Bayes,84,15.221714,16,-44,-49,-39,2.863178329,-0.650915203,6.327465031,,
KCl | KMnHCF,KCl,KMnHCF,Log-Bayes,96,16.386208,4,-52,-57,-45,4.294977571,0.951691019,7.440601191,,
KCl | KMnHCF,KCl,KMnHCF,Log-Bayes,100,16.820904,0,-54,-59,-47,6.606422425,3.794297351,9.405058246,,
KCl | KNiHCF,KCl,KNiHCF,SPI+CBU (ours),12,98.804966,88,86.35904046,69.16272035,109.8184466,65.99401109,19.97131075,112.0167114,51.09611773,121.6219632
KCl | KNiHCF,KCl,KNiHCF,SPI+CBU (ours),24,96.21862,76,75,59.76402352,97.48127597,97.80943555,84.64906102,110.9698101,42.28577543,107.7142246
KCl | KNiHCF,KCl,KNiHCF,SPI+CBU (ours),36,92.761628,64,61.86829236,48.49134497,84,94.5984584,82.41162488,106.7852919,31.06970446,92.66688027
KCl | KNiHCF,KCl,KNiHCF,SPI+CBU (ours),48,89.004118,52,47.36256646,35.76402352,66.15,91.54114522,79.60167754,103.4806129,21.0071563,73.71797662
KCl | KNiHCF,KCl,KNiHCF,SPI+CBU (ours),60,85.237496,40,32.1211089,22.18046028,52,88.33914387,76.47658775,100.2017,6.257000153,57.98521765
KCl | KNiHCF,KCl,KNiHCF,SPI+CBU (ours),72,82.541412,28,18,10.3281096,31,85.03280194,73.16496918,96.9006347,0.070145067,35.92985493
KCl | KNiHCF,KCl,KNiHCF,SPI+CBU (ours),84,81.3576,16,5.762528374,1,16.41786526,81.66808277,69.79153073,93.54463481,0,19.13528153
KCl | KNiHCF,KCl,KNiHCF,SPI+CBU (ours),96,80.320904,4,1.868292364,0,6.009583278,78.75690964,66.9100815,90.60373778,0,7.080730816
KCl | KNiHCF,KCl,KNiHCF,SPI+CBU (ours),100,80.26115,0,3.974026849,0,13,79.80562784,67.8554122,91.75584347,0,15.24963395
KCl | KNiHCF,KCl,KNiHCF,SPI+TBU,12,98.804966,88,62,25.81165967,242.1,65.99401109,19.97131075,112.0167114,,
KCl | KNiHCF,KCl,KNiHCF,SPI+TBU,24,96.21862,76,55,28.51750534,158.421923,95.45747817,81.34911147,109.5658449,,
KCl | KNiHCF,KCl,KNiHCF,SPI+TBU,36,92.761628,64,40,20.76705035,117.1896498,92.74729178,79.85774149,105.6368421,,
KCl | KNiHCF,KCl,KNiHCF,SPI+TBU,48,89.004118,52,29.2467512,14.35005154,80.10680253,89.40719385,76.67198547,102.1424022,,
KCl | KNiHCF,KCl,KNiHCF,SPI+TBU,60,85.237496,40,16.82642004,5,42,85.69762681,73.05002786,98.34522576,,
KCl | KNiHCF,KCl,KNiHCF,SPI+TBU,72,82.541412,28,5,0,25.00129095,81.83846582,69.31613222,94.36079943,,
KCl | KNiHCF,KCl,KNiHCF,SPI+TBU,84,81.3576,16,0,0,9.727826019,78.18499265,65.79256343,90.57742186,,
KCl | KNiHCF,KCl,KNiHCF,SPI+TBU,96,80.320904,4,0,0,0,75.95288581,63.67138479,88.23438683,,
KCl | KNiHCF,KCl,KNiHCF,SPI+TBU,100,80.26115,0,0,0,0,76.71724078,64.65930562,88.77517594,,
KCl | KNiHCF,KCl,KNiHCF,Lin,12,98.804966,88,43.89696427,17.94281816,247.85,64.48890519,11.87462885,117.1031815,,
KCl | KNiHCF,KCl,KNiHCF,Lin,24,96.21862,76,40,14.91233575,182.1857008,91.37138009,65.23340552,117.5093547,,
KCl | KNiHCF,KCl,KNiHCF,Lin,36,92.761628,64,36.94280101,11.40378781,230.5303217,89.90837514,63.89341269,115.9233376,,
KCl | KNiHCF,KCl,KNiHCF,Lin,48,89.004118,52,32.22025963,5.574068322,154.5572239,88.13000361,62.14428362,114.1157236,,
KCl | KNiHCF,KCl,KNiHCF,Lin,60,85.237496,40,19.5297047,0.277731907,90.0194095,85.67331641,59.83543474,111.5111981,,
KCl | KNiHCF,KCl,KNiHCF,Lin,72,82.541412,28,10,0,49.05,82.57536652,56.92283312,108.2278999,,
KCl | KNiHCF,KCl,KNiHCF,Lin,84,81.3576,16,0,0,28,79.25365123,53.76742734,104.7398751,,
KCl | KNiHCF,KCl,KNiHCF,Lin,96,80.320904,4,0,0,13.50980975,76.77313545,51.42131542,102.1249555,,
KCl | KNiHCF,KCl,KNiHCF,Lin,100,80.26115,0,0,0,10.46068137,76.91756584,51.80541519,102.0297165,,
KCl | KNiHCF,KCl,KNiHCF,Log-Bayes,12,98.804966,88,inf,,,98.81876157,98.2399177,99.39976538,,
KCl | KNiHCF,KCl,KNiHCF,Log-Bayes,24,96.21862,76,inf,,,100.5708278,99.94340657,101.1884594,,
KCl | KNiHCF,KCl,KNiHCF,Log-Bayes,36,92.761628,64,inf,,,97.31150456,96.53380819,98.00476803,,
KCl | KNiHCF,KCl,KNiHCF,Log-Bayes,48,89.004118,52,1509.514456,900.694811,1912.583572,94.73135048,93.80785904,95.67342497,,
KCl | KNiHCF,KCl,KNiHCF,Log-Bayes,60,85.237496,40,517.5256541,312.5515069,983.7620825,91.92301051,90.91687103,92.93318395,,
KCl | KNiHCF,KCl,KNiHCF,Log-Bayes,72,82.541412,28,182.2965216,121.5879184,285.0226766,89.03133731,87.94157188,90.12366102,,
KCl | KNiHCF,KCl,KNiHCF,Log-Bayes,84,81.3576,16,90.97664458,62.80777529,137.2960031,86.21229182,85.04945876,87.33824354,,
KCl | KNiHCF,KCl,KNiHCF,Log-Bayes,96,80.320904,4,48.53817071,30.19399811,73.27926204,83.97443919,82.8772624,85.08290409,,
KCl | KNiHCF,KCl,KNiHCF,Log-Bayes,100,80.26115,0,39.34028805,23,60.58311294,82.73848155,81.81216995,83.67944286,,
KCl | NaCoHCF,KCl,NaCoHCF,SPI+CBU (ours),12,93.76594,88,78.54193472,68.49888004,106.7483944,66.01635558,19.95216355,112.0805476,45.36605049,111.717819
KCl | NaCoHCF,KCl,NaCoHCF,SPI+CBU (ours),24,94.57773,76,70.54166298,57.09291147,94.85,94.30347898,80.946328,107.66063,37.7928864,103.2904395
KCl | NaCoHCF,KCl,NaCoHCF,SPI+CBU (ours),36,92.453602,64,58.54166298,47.38201176,78.84389029,91.08578854,78.96678073,103.2047964,31.25306445,85.8302615
KCl | NaCoHCF,KCl,NaCoHCF,SPI+CBU (ours),48,90.12649,52,46.54166298,35.91740823,64,89.21915143,77.29142964,101.1468732,22.18410366,70.89922229
KCl | NaCoHCF,KCl,NaCoHCF,SPI+CBU (ours),60,88.240694,40,37,25.22498173,53,86.89139612,75.03945779,98.74333444,12.90921591,61.09078409
KCl | NaCoHCF,KCl,NaCoHCF,SPI+CBU (ours),72,84.291224,28,24,15,36.63205493,84.53153137,72.68620844,96.3768543,5.237342144,42.76265786
KCl | NaCoHCF,KCl,NaCoHCF,SPI+CBU (ours),84,82.214412,16,12.19059784,4.989831337,24.08506852,81.86483186,70.0053623,93.72430141,0,28.75293568
KCl | NaCoHCF,KCl,NaCoHCF,SPI+CBU (ours),96,79.897224,4,3.575248158,0,13.50980975,79.25935505,67.38552225,91.13318786,0,15.29304098
KCl | NaCoHCF,KCl,NaCoHCF,SPI+CBU (ours),100,79.256302,0,3,0,8.567123448,79.19862956,67.42947117,90.96778796,0,10.43073215
KCl | NaCoHCF,KCl,NaCoHCF,SPI+TBU,12,93.76594,88,42.83748835,16.25504389,130.9393695,66.01635558,19.95216355,112.0805476,,
KCl | NaCoHCF,KCl,NaCoHCF,SPI+TBU,24,94.57773,76,45.85684533,20.56202463,152.15,89.54042394,75.43464723,103.6462007,,
KCl | NaCoHCF,KCl,NaCoHCF,SPI+TBU,36,92.453602,64,51,22.25864892,252.7,88.77463435,75.88699596,101.6622727,,
KCl | NaCoHCF,KCl,NaCoHCF,SPI+TBU,48,90.12649,52,52.21992909,20,248.75,88.59921483,75.86553454,101.3328951,,
KCl | NaCoHCF,KCl,NaCoHCF,SPI+TBU,60,88.240694,40,45.39373747,18.84509422,197.5,87.46509774,74.81840947,100.111786,,
KCl | NaCoHCF,KCl,NaCoHCF,SPI+TBU,72,84.291224,28,29,10.3281096,106.6269787,85.79383642,73.27193801,98.31573483,,
