material,threshold,replicate,method,life,band_lo,band_hi,cycle,actual,true_RUL,pred_RUL,pred_retention,RUL_lo_cal90,RUL_hi_cal90
KCoHCF,90.0,2,Lin,1208.4,1208.4,1389.2,150.0,97.82791241454548,1058.4244643893228,1260.0,98.55853843717344,,
KCoHCF,90.0,2,Lin,1208.4,1208.4,1389.2,200.0,96.76834831272728,1008.4244643893228,1113.0,98.0295847059777,,
KCoHCF,90.0,2,Lin,1208.4,1208.4,1389.2,250.0,96.1954541681818,958.4244643893228,909.0,97.35697325748606,,
KCoHCF,90.0,2,Lin,1208.4,1208.4,1389.2,300.0,95.52639471090907,908.4244643893228,710.0,96.59058300238756,,
KCoHCF,90.0,2,Lin,1208.4,1208.4,1389.2,350.0,95.02896913454546,858.4244643893228,549.0,95.77331562579532,,
KCoHCF,90.0,2,Lin,1208.4,1208.4,1389.2,400.0,94.57380485363636,808.4244643893228,453.0,94.94093020579189,,
KCoHCF,90.0,2,Lin,1208.4,1208.4,1389.2,450.0,94.21915902818182,758.4244643893228,386.0,94.24809483083364,,
KCoHCF,90.0,2,Lin,1208.4,1208.4,1389.2,500.0,93.97202829,708.4244643893228,363.0,93.63306554434764,,
KCoHCF,90.0,2,Lin,1208.4,1208.4,1389.2,550.0,93.8190741009091,658.4244643893228,356.0,93.2349784130066,,
KCoHCF,90.0,2,Lin,1208.4,1208.4,1389.2,600.0,93.61358057272729,608.4244643893228,372.0,92.9479345359584,,
KCoHCF,90.0,2,Lin,1208.4,1208.4,1389.2,650.0,93.31218423636363,558.4244643893228,379.0,92.7962294700928,,
KCoHCF,90.0,2,Lin,1208.4,1208.4,1389.2,700.0,93.03965044636362,508.4244643893228,378.0,92.61782836842418,,
KCoHCF,90.0,2,Lin,1208.4,1208.4,1389.2,750.0,92.78217037090909,458.4244643893228,364.0,92.4361555036247,,
KCoHCF,90.0,2,Lin,1208.4,1208.4,1389.2,800.0,92.49487187454544,408.4244643893228,355.0,92.20072749764446,,
KCoHCF,90.0,2,Lin,1208.4,1208.4,1389.2,850.0,92.18134328727272,358.4244643893228,321.0,92.01197238074832,,
